Question,Option A,Option B,Option C,Option D,Correct Answer
Which of the following is the autobiography of Leila Seth?,Challenges of Governance: An Insider’s View,Justice for the Judge: An Autobiography,On Balance: An Autobiography,In Pursuit of Justice: An Autobiography,c
'One Dancer' is the autobiography of which classical dancer?,Sudha Chandran,Allegra Kent,Yamini Krishnamurthy,Audrey Hepburn,a
"'Getting a Grip: On My Body, My Mind, My Self' is an autobiography by which personality?",Maria Sharapova,Anna Kournikova,Steffi Graf,Monica Seles,d
Which book focuses on strengthening Panchayati Raj institutions and was unveiled in 2022?,Heartfelt: The Legacy of Faith,Agenda for Members of Panchayati Raj Institutions for Rural Development,Modi@20: Dreams Meet Delivery,The Painted World of the Warlis,b
Which of the following books is a pioneering feminist work by Tarabai Shinde?,Rashsundari Devi,Stree Purush Tulana,Sarojini Naidu,Pandit Ramabai,b
The Argumentative Indian is a collection of essays by which Nobel laureate?,Romila Thapar,IK Gujral,Nandita Das,Amartya Sen,d
"Who wrote the novel 'The Hungry Tide,' set in the Sundarbans?",Amitav Ghosh,Ruskin Bond,Mul Raj Anand,RK Narayan,a
"Which author is known for 'The Algebra of Infinite Justice, Kashmir: The Case for Freedom and Capitalism: A Ghost Story'?",Salman Rushdie,Jhumpa Lahiri,Amitav Ghosh,Arundhati Roy,d
Which book focusing on lesser-known traditions of Hindustani music was authored by Rabindra Bharati?,Music to My Ears,The Music Room,Indie 101,The Forgotten Forms of Hindustani Music,d
Who authored 'A History of British India'?,Renley,Bentham,Grenville Austin,James Mill,d
Which autobiography was written by former Indian Judge Leila Seth?,Challenges of Governance: An Insider’s View,Justice for the Judge: An Autobiography,On Balance: An Autobiography,In Pursuit of Justice: An Autobiography,c
The book 'Agenda for Members of Panchayati Raj Institutions for Rural Development' was unveiled in which year?,2020,2021,2023,2022,d
'The Hungry Tide' is a novel set in which location?,The Alps,The Thar Desert,The Sundarbans,The Sahara,c
Which of the following books vividly describes the horrors of the Holocaust?,Long Walk to Freedom,Dreams from My Father,I Know Why the Caged Bird Sings,The Diary of a Young Girl,d
Who are the authors of 'Dance Gestures: Mirror of Expressions'?,Shovana Narayan and Geetika Kalha,Dancing in the Family,Indian Mythology through Classical Dance,Cultural Rhythms in Emotions,a
'Beneath the Surface: My Story' is an autobiography by which sportsperson?,Milkha Singh,Michael Phelps,Kobe Bryant,Tiger Woods,b
Which of the following autobiographies is written by Leila Seth?,Challenges of Governance: An Insider’s View,Justice for the Judge: An Autobiography,On Balance: An Autobiography,In Pursuit of Justice: An Autobiography,c
"'Getting a Grip: On My Body, My Mind, My Self' is the autobiography of which tennis player?",Maria Sharapova,Anna Kournikova,Steffi Graf,Monica Seles,d
Stree Purush Tulana is authored by which of the following individuals?,Rashsundari Devi,Sarojini Naidu,Tarabai Shinde,Pandit Ramabai,c
Who is the author of 'The Forgotten Forms of Hindustani Music'?,Music to My Ears,The Music Room,Indie 101,Rabindra Bharati,d
Michael Phelps is the author of which book?,Milkha Singh,Beneath the Surface: My Story,Kobe Bryant,Tiger Woods,b
'One Dancer' is the autobiography of which personality?,Sudha Chandran,Allegra Kent,Yamini Krishnamurthy,Audrey Hepburn,a
"Regarding saving information for future comments, which of the following data points is explicitly mentioned for storage?",IP Address,"Name, email, and website",Comment history,Location data,b
"What specific action triggers the saving of name, email, and website information according to the text?",Subscribing to a newsletter,The next time I comment,Creating an account,Visiting the website,b
"In the context provided, what is indicated by the statement 'error: Content is protected !!'?",The user's information has been compromised.,There is a technical issue with the browser.,The content cannot be copied or distributed without permission.,The user is trying to access a restricted area.,c
What information does the form request in addition to the comment itself?,Username and password,"Name, email, and website",Address and phone number,Social Security Number,b
What action does the form offer regarding the entered information?,Deletes all entered data,"Saves the name, email, and website in the browser",Shares the information with third parties,Prints the information,b
What potential issue is highlighted regarding the content?,The content is outdated,The content is protected,The content is plagiarized,The content is irrelevant,b
Which of the following is NOT a field mentioned for saving in the browser?,Name,Email,Website,IP Address,d
"Regarding the presented text, what action does it mention?",Executing a program,Saving information for future use,Deleting a file,Creating a new user account,b
What type of content protection is indicated in the provided text?,Copyright protection,Password protection,Content protection,Trademark protection,c
What communication method is explicitly mentioned in the text?,Instant messaging,Email,Video conferencing,Telephone,b
What is the final element described in the text?,A login form,A search bar,An error message,A contact form,c
"Regarding the displayed form fields, which of the following is NOT explicitly mentioned?",Email,Name,Comment,Phone Number,d
Which action related to the form will trigger the saving of provided details?,Saving the website URL,The next time a comment is made,Submitting an error report,Refreshing the browser,b
What immediate feedback is provided to the user regarding content submission?,Submission successful,Content is protected !!,Email sent,Website saved,b
"Which of the following is explicitly saved by the browser, according to the text?",IP Address,Browsing History,"Name, Email, and Website",Cookies,c
