Question,Option A,Option B,Option C,Option D,Correct Answer,Subject,Topics,Points
Which of the following Acts introduced the system of 'Dyarchy' in the provinces?,Indian Councils Act of 1909,Government of India Act of 1919,Government of India Act of 1935,Indian Independence Act of 1947,b,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
"Consider the following statements regarding the Government of India Act, 1935:
1. It provided for the establishment of an All-India Federation.
2. It abolished dyarchy in the provinces.
3. It introduced separate electorates for Muslims.
Which of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",a,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
"Match List I (Leaders) with List II (Centers of Revolt of 1857):
List I
(A) Rani Lakshmibai
(B) Nana Sahib
(C) Kunwar Singh
(D) Maulvi Ahmadullah Shah

List II
(1) Arrah
(2) Lucknow
(3) Jhansi
(4) Kanpur

Choose the correct answer from the options given below:","A-3, B-4, C-1, D-2","A-4, B-3, C-2, D-1","A-2, B-1, C-4, D-3","A-1, B-2, C-3, D-4",a,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Which of the following was NOT an immediate cause of the Revolt of 1857?,The introduction of the Enfield rifle,The Doctrine of Lapse,The annexation of Awadh,The economic exploitation of Indian peasants,d,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
The 'Suddhi' movement was started by whom?,Swami Vivekananda,Dayananda Saraswati,Raja Ram Mohan Roy,Keshab Chandra Sen,b,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Who presided over the Surat session of the Indian National Congress in 1907?,Dadabhai Naoroji,Rash Behari Ghosh,Surendranath Banerjee,Pherozeshah Mehta,b,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
What was the main objective of the Swadeshi Movement?,To demand complete independence from British rule,To promote the use of indigenous goods and boycott foreign goods,To establish a separate Muslim state,To advocate for social reforms,b,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Which of the following was a significant consequence of the Revolt of 1857?,The abolition of the East India Company and the direct rule of the British Crown,The introduction of the Doctrine of Lapse,The strengthening of the Mughal Empire,The expansion of the East India Company's territory,a,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
The 'Anushilan Samiti' was associated with which of the following?,Social reform movement,Revolutionary activities,Peasant movement,Trade union movement,b,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
The Lucknow Pact of 1916 was signed between the Indian National Congress and which other organization?,The Muslim League,The Hindu Mahasabha,The Justice Party,The All India Trade Union Congress,a,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Which of the following newspapers was NOT associated with the Swadeshi Movement?,Amrita Bazar Patrika,The Hindu,Kesari,Yugantar,b,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Which of the following statements accurately reflects a key difference between the Government of India Act 1919 and the Government of India Act 1935?,"1919 Act introduced Dyarchy at the center, while the 1935 Act introduced it in the provinces.","1919 Act provided for provincial autonomy, while the 1935 Act did not.","1919 Act introduced Dyarchy in the provinces, while the 1935 Act abolished it and proposed Dyarchy at the center.","1919 Act established a Federal Court, while the 1935 Act abolished it.",c,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Who among the following was known as 'Lokhitwadi'?,Gopal Hari Deshmukh,Jyotirao Phule,Bal Gangadhar Tilak,Dadabhai Naoroji,a,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
The slogan 'Swaraj is my birthright and I shall have it' was given by:,Mahatma Gandhi,Jawaharlal Nehru,Subhas Chandra Bose,Bal Gangadhar Tilak,d,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Who among the following was the founder of the 'Dev Samaj'?,Shiv Narayan Agnihotri,Swami Shraddhanand,Satyanand Agnihotri,None of the above,a,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
