Question,Option A,Option B,Option C,Option D,Correct Answer
"The first president of All India Kisan Sabha was- Swami Sahajanand Saraswati ________ was formed by- Indra Narayan Dwivedi During the Indian National Movement, the famous novel 'Anandamath' was written by— Bankim Chandra Chattopadhyay The main objective of the 'Eka Movement' in Awadh was- conversion of rent into cash Tebhaga Movement ( 1946) was related to- from farmers trade unions  Bharatiya Mazdoor Sangh ( 1955) — Bharatiya Janata Party JOB MANTRA…By RD Sir (ARO 2021,LOWER PCS 2019)  Indian National Trade Union Congress ( 1947) — Indian National Congress  United Trade Union Congress ( 1949) — Communist Party of India (Marxist)  All India Trade Union Congress ( 1920) — Communist Party of India 2.",1967,1917,1918,1938,c
Raja Rammohan Roy (with Lord William Bentinck) Who founded the Arya Samaj (________) ?,1875,1848,1795,1872,a
Jallianwala Bagh massacre the Non-________ start ?,If God,Lord Lytton The,India House,Cooperation Movement,d
"Revolutionary Movements Description/Questions Answer / Year In the Kakori conspiracy case , the prime accused Pandit Ram Prasad Bismil was hanged in the Uttar Pradesh city of- In Gorakhpur The revolutionary who was not related to the “Kakori train incident” – Khudiram Bose ________ were not– Ambika Chakraborty “ The farmers themselves have to be freed not only from foreign chains but also from landlords and capitalists” , says – Bhagat Singh's In October 1924 , the ' Hindustan Republican Association' ( HRA) was formed In Kanpur The woman revolutionary who was arrested along with Surya Sen was- Kalpana Dutt JOB MANTRA…By RD Sir (ARO 2021,LOWER PCS 2019) The public prosecutor in the Kakori case was- Jagat Narayan Mulla Kakori Conspiracy Case who escaped from police arrest was- Chandra Shekhar Hindustan Republican Association was formed in the year 1924 .",1931,1926,1611,1927,b
Sanyasi ________ is called the ' Magna Carta ' of English education in India ?,Rebellion What,No Tax Campaign,Sardar Udham Singh The Jallianwala Bagh,Maharaja Narinder Singh Edwin Lutyens,a
Indian National Movement ( ________-1947)  Gandhi Era ( 1915-1947): This is the most asked topic.,1876,1885,1819,1884,b
Indian National Movement (Gandhi era and revolutionaries) No. Question Answer When was the ________ established ?,Committee Jallianwala Bagh,Portuguese Which,Myanmar In,Indian National Congress,d
"Vaikom Satyagraha ' ________' was- Yatindranath , Ajay Ghosh , Phanindranath Ghosh The Asiatic Society of Bengal was founded by— William Jones Sir William Jones founded the ""Asiatic Society of Bengal"" in the year ............",Nagpur During,In Bengal Murshid Quli Khan,Das The,Hindustan Socialist Republican Association,d
Sarojini Naidu ( ________) Who started the newspapers ' New India ' and ' Common Wheel ' ?,1791,1925,2021,1922,b
Pak-China The Gateway of India was built in ________ to welcome King George V and Queen Mary to India in the traditional………..,1910,1889,1897,1911,d
"In the year ________ ________ , a non-violent protest was held against the British monopoly on salt production.",1795,1906,1928,1930,d
"Asaf-ud-Daula The first clear expression of nationalism came with— French Revolution Veteran freedom fighter , writer and educationist K.M. Munshi founded the organization— Bharatiya Vidya Bhavan In ________ , the Mahad Satyagraha was started in Maharashtra by- Dr. B.",1927,1863,1923,1967,a
Dr. B.R. Ambedkar Between whom was the Poona Pact ( ________) signed ?,1791,1803,1932,1936,c
"In the battle of Wandiwash, the English army defeated— French The Battle of Buxar on behalf of the ________ was led by— Hector Munro 1.",The South Indian,The Marathas The Treaty,Ranjit Singh In,British East India Company,d
Second Round Table Conference ( ________) Between whom was the Poona Pact (1932) signed ?,1967,1855,1931,1934,c
"Madras The Permanent Settlement of Bengal was implemented in ________ under the rule of the Viceroy of – Lord Cornwallis The first railway line in India was operated in- In the year 1853 ______ was introduced in Bengal , Bihar and Orissa in the year ________.",2021,1792,1799,1793,d
"Navsari The movement which started with the Dandi March was- Civil disobedience movement JOB MANTRA…By RD Sir (ARO ________,LOWER PCS 2019) The action that led to the launch of the Civil Disobedience Movement was- Dandi March The Dandi March was a march of about _____ miles to the salt mines in Gujarat.",2022,2021,1675,1612,b
"Dayanand ________ gave the slogan "" Back to Vedas "" ?",Santhal Rebellion,Fourth Anglo,Saraswati Who,Raja Nanda Kumar,c
In Goa The real founder of Portuguese power in India was Albuquerque The Portuguese governor who introduced the 'Blue Water' policy Francisco de Almeida Which fort was built by the first Portuguese Viceroy of India in ________ St. Angelo Fort (Kannur) 1503 the Portuguese built their first fort in India in Cochin Which Indian city was given as dowry to King Charles II of England in 1662 by the Portuguese ?,1814,1505,1506,1819,b
The Ali brothers Who was the last Viceroy of ________ ?,India,Roberts,fight,Reform,a
"March 12 , ________ When did the Gandhi-Irwin Pact take place ?",1930,1929,1931,1885,a
"Yerwada After Mahatma Gandhi's release from prison in January ________ , Congress leaders met to plan future action.",1948,1932,1926,1931,d
Wood's Despatch ( ________) Who started the newspapers ' Kesari ' ( Marathi) and ' Maratha ' ( English) Bal Gangadhar Tilak Who was the editor of ' Young India ' and ' Harijan ' magazine ?,1612,1854,1853,1782,b
"Roberts The largest feudal state before India's independence was Hyderabad The last Nizam (ruler) of Hyderabad was Mir Osman Ali JOB MANTRA…By RD Sir (ARO ________,LOWER PCS 2019) The founder of Hyderabad State , Nizam-ul-Mulk Asaf Jah , was a powerful member of the court of which emperor ?",2021,1888,1954,2016,a
Mysore Hyder Ali was the ruler of Mysore Victory in the First Anglo-Mysore War ( ________–69) Hyder Ali The Second Mysore War ended Mangalore Treaty Tipu Sultan defeated the British army in 1780 Pollilur When did the British army defeat Hyder Ali at Porto Nova and save Madras ?,1765,1778,1849,1767,d
Which of the following British companies was the first to ________ a charter to trade in India ?,receive,Sangaldip,Devanesan,Classes,a
"Southern India ' Montague-Chelmsford ' Reforms Report was presented by the British colonial government in India in– The first jute mill was set up in Kolkata in ________ in- In Rishra ' drain of wealth ' was first propounded by- Dadabhai Naoroji In 1850 , the British introduced the concept of ______ , which significantly influenced the structure of the Indian economy.",1950,1931,1859,1860,c
Ambedkar S.No. Question/Statement Answer What was mentioned in the ' Gandhi-Irwin ' Pact signed in March ________ ?,1741,1927,1931,1600,c
"Government of India Act , ________ The Act which abolished the rule of the East India Company over the British Indian provinces and provided for their administration in the name of the British Queen Government of India Act , 1858 The municipal corporation was established in Calcutta by a royal charter in— In the year 1726 The Government of India Act , 1919, which included several reforms , was passed on the basis of the ………..",1937,1962,1935,1940,c
"Ramgarh ________ , the sepoys objected to the cartridges manufactured by the ……….",1877,1857,1780,1862,b
"Raja Rammohan Roy JOB MANTRA…By RD Sir (ARO ________,LOWER PCS 2019) Due to whose efforts was the practice of Sati abolished ( 1829) ?",2021,2026,1839,1870,a
In July ________ When was the ' Third Mysore War' fought?,1779,1943,1869,1781,d
"Government of India Act , ________ The Act that was passed by the British Parliament defining the powers and responsibilities of the various organs of the East India Company was- Regulating Act , 1773 The East India Company Act , 1813 is also known as— Charter Act Jawaharlal Nehru classified the Act as ' A New Charter of Slavery'.",1914,1935,1774,1936,b
Immediately after ________ II 1.,West Frontier Province During,World War,Ali Jinnah,Civil Procedure,b
It was held in the city of… in ________.,compartment,minimum,India,mandela,c
"Ugyen ________ became the first monarch of Bhutan in the year… Bhutan was ruled or controlled by a Cooch-Behar king, Sangaldip.",Viceroy Lord Ripon Who,Leader Position,Constituent Assembly,Wangchuck Gongsa Ugyen Wangchuck,d
Delhi Durbar and the cancellation of the partition of ________/Questions Answer / Year The British signed a peace treaty with the Khandas of Odisha in the year….,Mahatma Gandhi The President,Bengal Description,Year Lord Curzon,Patel Gandhiji,b
Lala ________ did not visit– Gwalior On whose suggestions were Indians excluded from the Simon Commission?,Indulal Yagnik The,Lajpat Rai The Simon Commission,Parganas The,Colin Mackenzie Badshah Khan,b
"British Policies , Reforms & Administration Description/Questions Answer / Year The First Anglo-Burmese War ended with the signing of— At the Treaty of Yandabo After the Battle of Buxar, the East India Company agreed to pay the Mughal Emperor annually— ₹ 26 lakh Dalhousie annexed Awadh for the British Empire in India through– through disorder in the state A staunch supporter of the Doctrine of Lapse was- ________ signed the documents related to the merger of Punjab into the British Empire.",Central Legislative Assembly,Lord Dalhousie Maharaja Dilip Singh,Narayan Meghaji Lokhande In,Allied Powers,b
"Hunter Committee Jallianwala Bagh massacre Responsible for the assassination of General Dyer was- Sardar Udham Singh The Jallianwala Bagh massacre took place during the tenure of the Viceroy of— Lord Chelmsford The direct result of the opposition to the Rowlatt Act was- Jallianwala Bagh massacre JOB MANTRA…By RD Sir (ARO ________,LOWER PCS 2019) Michael Francis O'Dwyer was murdered for his important role in the Jallianwala Bagh massacre.",1675,2016,1765,2021,d
"Communist & Revolutionary Movements Description/Questions Answer / Year April 8 , ________, Bhagat Singh and………..threw a bomb in the Central Legislative Assembly.",1741,1862,1933,1929,d
Surat Session ( ________) When was the capital of India shifted from Calcutta to Delhi 1911 ( Declaration) Who founded the Ghadar Party ( 1913) ?,1863,1907,1902,1850,b
"Bhagat Singh ( ________) Who were the revolutionaries, who killed Saunders and threw a bomb in the Central Assembly ?",1680,1673,1926,1922,c
Bal ________ wrote the book ' Geeta Rahasya ' ?,Singh Sarabha,Afghan War,Gangadhar Tilak Who,The Marathi,c
"In the Government of India Act , ________ the 18th century, the local representative of the ""grandeur of the Company Bahadur"" was often called— Inspector Fingerprints for human identification were used for the first time in the world ( 1860) in India.",1924,1765,1756,1919,d
Sikh Guru compiled the Adi Granth – Guru Arjun Dev The British annexed Punjab after defeating the Sikhs in the Anglo-Sikh War in the year— ________ (Golden Temple) in Amritsar is known for its golden beautification.,The Harmandir Sahib Gurdwara,Central Legislative Assembly,Lord Curzon First Governor General,Nicobar Islands,a
"Mumbai In Indian history , the Kala Kothri incident that occurred in the year ________ was- in Calcutta Siraj-ud-Daulah, the Nawab of Bengal, was defeated in the Battle of Plassey by- In 1757 of Plassey was fought between the East India Company Nawab of Bengal The British gained political power in India after the Battle of Plassey.",1940,1761,1952,1756,d
The 'A' in DAV stands for- ________ was an active member of the organization— Arya Samaj The reformist organization considered the Vedas as the source of all knowledge.,Anglo Lala Lajpat Rai,Bihar Mahatma Gandhi,Saumyendranath Tagore Revolutionary Communist Party Mahatma Gandhi,South India,a
Akbar The King of India at the time of the formation of the British India Company in London was Akbar The East India Company established its first trading post in Appearance The first fort built by the British in India was Fort St. George By whom was the British East India Company given permission to trade in India in ________ ?,1617,1613,1651,1608,a
"Lord ________ 100 Who said, "" I am a socialist by nature"" ?",Kochi,ruler,Mountbatten,Vithalbhai,c
Hunter Commission ( ________) The Hunter Commission report laid special emphasis on the development of- Primary education The William Hunter Committee was constituted in the year .......,1886,1774,1912,1882,d
"Clement Attlee The provision which was a part of the Indian Independence Act of ________ was- India will be divided into two parts On the day India got independence , Mahatma Gandhi in Calcutta The partition of India was announced in- On June 3, ________ When India got independence on 15th August , ________, it was- midnight The British Government agreed to grant independence to India in— In 1946 India became a sovereign republic in- On 26 January 1950 Which woman freedom fighter is not associated with the 'Quit India Movement'?",1954,1949,1947,1938,c
Uttar Pradesh (Gorakhpur) ________ was appointed to investigate which incident ?,Hunter Commission,Dadoba Pandurang,United Kingdom,Ghadar Conspiracy,a
Sindh province was created from ________ due to the ………..,chaired,Bombay,Robbery,Ahmad,b
"Banda Bahadur The sixth Guru of Sikhism was- Guru Hargobind JOB MANTRA…By RD Sir (ARO ________,LOWER PCS 2019) The ninth Sikh Guru, Sri Guru Tegh Bahadur, was murdered on the orders of Aurangzeb.",1986,2026,2021,1941,c
"Nanda , Louis Fischer The editor of the newspaper 'Indian Mirror' which was run during the initial phase of the struggle against British rule was- N.N. Sen “ Andher Nagari Chaupat Raja” was- Bharatendu Harishchandra The movement in which 'Vande Mataram' became the title song of the Indian National Movement – Swadeshi Movement JOB MANTRA…By RD Sir (ARO ________,LOWER PCS 2019) "" New Lamps for Old"" which presented a critique of moderate politics.",2021,1820,2024,1764,a
"Dadra and Nagar Haveli JOB MANTRA…By RD Sir (ARO ________,LOWER PCS 2019) 1950 , the draft of the Sarvodaya plan was prepared by- J.P. Narayan The voluntary land reform movement started by Gandhian Acharya Vinoba Bhave in Pochampalli village of Telangana in 1951 is called- Bhoodan Movement The founder of the Bhoodan Scheme (Land Gift Movement) was………..",2021,2017,1875,1830,a
The Portuguese ________ to discover a new sea route to India by sailing around Africa ?,1498,1764,1972,1496,a
"Puducherry The battle of Saragarhi was fought in- In ________ Veteran freedom fighter , social reformer and feminist Savitribai Phule is from the state of India.",1898,1897,1927,1953,b
"European arrival , British expansion and the ________ revolution JOB MANTRA…By RD Sir (ARO 2021,LOWER PCS 2019) No. Question Answer When did Vasco-da-Gama come to India (Calicut) ?",1855,1835,1857,1877,c
"Gopal Krishna Gokhale Famous freedom fighters by the names Lal , Bal , Pal were respectively related Punjab , Maharashtra , Bengal The Congress was first divided in- In ________ Consciously secular thinkers were – Bhagat Singh Event Year  Establishment of Ghadar Party – 1913  Establishment of the Indian Independence Committee in Berlin – 1916  Central Assembly Bomb Case – 1929 JOB MANTRA…By RD Sir (ARO 2021,LOWER PCS 2019)  Chittagong Armoury Raid – 1930 4.",1909,1673,1907,2019,c
Kripalani How many times was Madan Mohan Malaviya elected President of the ________?,Kalpana Dutt,Indian National Congress,Bhave The Tashkent Agreement,Gopinath Saha August,b
"Other organizations Description/Questions Answer / Year JOB MANTRA…By RD Sir (ARO ________,LOWER PCS 2019) In 1815 , Ram Mohan Roy co-founded the Calcutta Unitarian Society , and formed the Brahmo Samaj.",2021,2016,1784,1854,a
Ahmedabad strike Kheda Satyagraha launched against the government was… Mahatma Gandhi Mahatma Gandhi was supported in the Champaran struggle by- Rajendra Prasad and ________'s Champaran Satyagraha was opposed by- N.,Kolkata The,Swami Dayanand Saraswati,Gujarati Accessible News Bengali,Anugrah Narayan Sinha Mahatma Gandhi,d
"Important institutions of modern India and their founders Description/Questions Answer / Year Associated with the Theosophical Society in India Annie Besant Harijan Sevak Sangh was founded by- Mahatma Gandhi The Ghadar Party was founded by— Lala Hardayal The first president of the 'Indian Women's Association', formed in the year ________, was- Annie Besant Sir Syed Ahmed Khan founded the organization- All India Muhammadan Educational Conference Madras Hindu Social Reform Association was started in- To help the Devadasis The All India Anti-Untouchability Association was established in— the year 1932 AD Dharma Sabha was established in Kolkata by- Gopi Mohan Deb Vedanta College was established by- Raja Rammohan Roy ' De-schooling Society' – Ivan Ilyich Mahatma Gandhi established the Sabarmati Ashram in Ahmedabad.",1862,1917,1740,1919,b
"Radcliffe Line The McMahon Line is the boundary line between the Tibetan region of China and the North-East region of Shimla JOB MANTRA…By RD Sir (ARO ________,LOWER PCS 2019) India , which was proposed by the British colonial administrator Henry McMahon in the 1914 treaty.",2021,1888,2024,1680,a
"Sambhaji ________ , the Holkar dynasty signed the Treaty of Mandsaur with– British The name of Shivaji's younger son, who was the third Chhatrapati – Rajaram (The answer given in the question is ' Shahu ' which may be controversial , but the answer in the image is ' Shahu ' ) Shivaji used ………..tactics and military strategies to lead a series of invasions in the 1660s .",1789,1781,1818,1813,c
Gorakhpur The Non-Cooperation Movement was launched under the leadership of Mahatma Gandhi in— From ________ to 1922 The All India Khilafat Committee passed a resolution declaring that no Muslim should serve in the British-Indian Army.,1889,1953,1925,1920,d
"Colour Revolution In ________ , ______ was elected as the hereditary ruler of Bhutan.",1848,1801,1907,1904,c
B.G. Tilak He ________ over the Varanasi session of the Congress.,Charan,Kitchlew,presided,Thomas,c
"Annie Besant founded the Central Hindu College in Banaras , which she later handed over to— Madan Mohan Malaviya In the year ________ , the British established the first printing press in ______ Calcutta The first newspaper in India was started by— James Hickey The first English language newspaper of India was- Hicky's Bengal Gazette The first Hindi newspaper 'Udant Martand' ( May 30 , 1826) was published in- Kolkata The first Hindi newspaper of India is- Udant Martand When was the Asiatic Society formed in Calcutta (now Kolkata) by Sir William Jones?",1943,1911,1782,1778,d
"Janaki Bai King George V ascended the throne of India in the year… The session of the Indian National Congress in which Bal Gangadhar Tilak said , “ Swaraj is our birthright , I will have it” – Lucknow Session , ________ ________ , a compromise was reached between the Muslim League and the Congress.",1916,1878,1862,1912,a
Henry ________ was the headquarters of Theosophical Society in India ?,Vivian Derozio Where,All India Muslim League The Muslim League,Bal Gangadhar Tilak Gandhiji,Abdul Ghaffar Khan The,a
Pietermaritzburg ________ was thrown out of a first-class train compartment along with his luggage at the Pietermaritzburg railway station in South Africa due to apartheid.,Naoroji The Indian Social Conference,Hakim Ajmal Khan Initially,Mahatma Gandhi,Jonathan Parry The,c
Dutch English Description/Questions Answer / ________ abolished the diarchy system of Bengal in the year….,The East India Company,Andhra Mahila Sabha,Mir Osman Ali,Bhagat Singh,a
Raja Ranjit Singh established the Adalat-e-Aala Lahore Who signed the Tripartite Treaty of ________ against Dost Muhammad Khan ?,1838,1740,1836,1908,a
"Revolt of ________ (This gives more matching questions.)  Leader and place: ( e.g. Begum Hazrat Mahal from Lucknow , Kunwar Singh from Bihar , Rani Lakshmibai from Jhansi).",1907,1857,1856,1901,b
Bhagat Singh and ________ actually formed the Azad Hind Fauj (INA) ?,Widow Remarriage Association,Company Which,Batukeshwar Dutt Who,Cripps Mission,c
Raft ________ was the founder of the Muslim reform movement.,Goftar Syed Ahmad Barelvi,Young Bengal Movement,Muslim League Calcutta,Lokmanya Tilak The,a
________ When did the Santhal rebellion begin?,Dilip,Struggle,above,Gudem,d
Constitutional Development / Acts Important laws introduced by the British Government:  Regulating Act of ________ : ( established the Supreme Court).,1774,1773,1781,1961,b
Devendranath Tagore Who founded the ________ ?,Francois Bernier,Swami Dayanand Saraswati,Land Gift Movement,Prarthana Samaj,d
"Socio -________ from here often Founder , name of the organization and their objectives Are asked.",Legislative Assemblies English,Congress Radio,Religious Reform Movements,Bharat Dharma Mahamandal Haridwar Dev Samaj Lahore Sanatan Dharma Rakshini Sabha Calcutta Radhasoami Satsang,c
Auckland The Governor General during the Anglo-Nepal War was- ________ was tried during the tenure of the Viceroy of— Lord Irwin ………… ..distinguished between the commercial and political functions of the British East India Company.,Hastings The Meerut Conspiracy Case,Janaki Nath Bose The,Governor General,Hind Swaraj,a
"Mandvi , Colaba , Jalore and Surat The integration of Awadh into the North-Western Province took place in– In ________ Awadh, Wajid Ali Shah, was dethroned by the East India Company.",1877,1828,1922,1878,a
Khan ________ demand for Pakistan was made by the Muslim League.,American Revolution,Satyameva Jayate,Western India,Abdul Ghaffar Khan The,d
Mahatma Gandhi Who formed the ________ ?,Mahatma Gandhi Which,Guru Nanak Dev Who,Azad Hind Fauj,Nawab Abdul Latif Known,c
"This day is also celebrated as ""Hindi Journalism Day."" The name of this newspaper was… Udant Martand During Indian independence , the newspaper Young India was published by— Mahatma Gandhi Charles Wilkins' English version of the Bhagavad Gita was first published in the year… ________ in which he stated that if Indians did not cooperate with him, British rule would end.",1778,1913,1896,1909,d
"New Delhi At the time of partition of India, the province of British India which proposed a plan for joint and independent existence was- ________ the integration of the princely states of India, ……… played a decisive role.",Punjab Province In,Gangadhar Tilak Where,Alivardi Khan,North East Frontier Agency,a
"March 23, ________ JOB MANTRA…By RD Sir (ARO 2021,LOWER PCS 2019) "" Dyarchy"" implemented in the provinces ?",1876,1886,1939,1943,d
"Peshwa In the year ____ , the ________ ceased to exist with the surrender of the Marathas to the British , thus ending the Third Anglo-Maratha War.",Kolkata Planted,Indian Independence Act,Kakori Train Action,Maratha Empire,d
"Lucknow session , ________ "" The Congress is tottering to its fall, and while I am in India, it is my special ambition to help it to its peaceful demise."" He declared: Curzon JOB MANTRA…By RD Sir (ARO 2021,LOWER PCS 2019) The Haripura session of the Indian National Congress was presided over by— S.",1936,1814,1933,1941,a
Bombay The first session of the Indian National Congress was held in— In December The first session of the Indian National Congress was held in ________.,1885,1887,2019,1951,a
"Neighboring Countries & International Relations Description/Questions Answer / Year The country which is mainly ruled by Communist/Maoist parties is- China The country whose Independence Day is celebrated on 4th January- Myanmar In ________ , a series of non-violent revolutions overthrew governments in Georgia , Ukraine , Kyrgyzstan and Lebanon .",1770,1863,2008,2005,d
"Jahangir The charter granting the ________ the sole right to trade with the East was obtained from Queen Elizabeth I , the ruler of England , in the year In the year ______ the administration of India was handed over to the British Emperor by a proclamation of Queen Victoria.",East India Company,Syed Ahmed Khan An,Tirot Singh The Moplah,British Raj,a
"Indo-Saracenic The India Gate in Delhi was designed by- Edwin Lutyens JOB MANTRA…By RD Sir (ARO ________,LOWER PCS 2019) The architect who designed the Gateway of India in Mumbai – George Wittet New Delhi was made the capital of the country in- In 1911 India's .........",1919,2018,1937,2021,d
Dadabhai Naoroji India's first textile mill was established in ________ at Fort Gloster ?,1882,1818,1823,1989,b
Lala Hardayal When did ________ return to India from South Africa ?,The British Prime Minister,Satyendranath Tagore The,Plassey The Mughal Emperor,Mahatma Gandhi,d
Bal ________ was Mahatma Gandhi at the time of Chauri Chaura incident?,Disobedience Movement,Indian Civil Service,Tejchand Before,Gangadhar Tilak Where,d
Bombay The district of Uttar Pradesh in which a parallel government was established during the ________ – Baliya the ________ and organised underground activities .,John Company Who,Quit India Movement,Chenchu Rebellion,Nagpur Session,b
Vyomesh Chandra Banerjee Which Viceroy did the partition of Bengal ( ________) ?,1862,1903,1905,1785,c
Ghadar ________ and Hardayal were mainly associated with the organization.,Bhoodan Movement The,Guru Arjun Dev The British,Party Sohan Singh Bhakna,The Sino,c
Jallianwala Bagh massacre Which party was founded by Subhash Chandra Bose after leaving the Congress in ________ ?,1922,1937,1939,1854,c
Swami Vivekananda ( ________) When did Swami Vivekananda deliver a speech at the World Parliament of Religions (Chicago) ?,1924,1897,1935,1899,b
"Political Organizations Before ________ Description/Questions Answer / Year JOB MANTRA…By RD Sir (ARO 2021,LOWER PCS 2019) In 1866 , the East India Association was organized in London to discuss matters concerning India and to influence British public officials to promote Indian welfare.",2019,1885,1720,1882,b
Assam ________ ruled India for about ____ years.,Lytton The,The British,Dalip Singh The,Bengal The British,b
London The whole world associates the word ' Holocaust ' especially with the country of… ________ capital of France is located near Paris.,Germany The,Ishwarchandra Vidyasagar The,Azad The,Swally Estuary,a
"April 8, ________ was martyred on 27 February 1931.",1960,1931,1932,1929,d
Swami Vivekananda Who was the founder of ' ________ ' ?,Bengal Regulation,Tattvabodhini Sabha,Hind Radio Service,Katherine Mayo The,b
"This building is named— Victoria Memorial The place in India where the Zero Mile Stone can be seen , consisting of a pillar with four horses made of sandstone is- Nagpur The design of the Indian Parliament House located in New Delhi was prepared by- by Sir Edwin Lutyens and ________ was built by the East India Company.",Sir Herbert Baker Fort William,Samiti Ram Prasad Bismil,Chota Nagpur Velu Thampi,The Indian Statutory Commission,a
Talbandi (________) ............,Union Territory,Local Self Government Lord Ripon Partition,India In,Nankana Sahib,d
Maulana ________ started the Bhoodan movement ?,Lord Dufferin He,Ram Prasad,Abul Kalam Who,Satyendranath Tagore The,c
To Lahna (________) When was the Battle of Chillianwala fought ?,Lord Wellesley Robert Clive,Larry Collins,Bardoli Vallabhbhai Patel,Guru Angad,d
"Chittaranjan Das in Delhi on 24 February ________, a censure motion was presented against Gandhiji for withdrawing the non- cooperation movement.",1922,1823,1932,1926,a
The town where he ________ and died was named ______ .,worked,lived,robbery,Radhasoami,b
Gandhiji was informed about the problems of Champaran and was invited to visit there- Lucknow The person who played a key role in bringing Mahatma Gandhi to Champaran in ________ – Raj Kumar Shukla Those who participated in the Champaran Satyagraha along with Mahatma Gandhi included- Rajendra Prasad and Anugrah Narayan Sinha Was against the forced cultivation of indigo?,1917,1940,1913,1857,a
Sardar Vallabhbhai Patel Who implemented the Vernacular Press Act ( ________) ?,1879,1952,1972,1878,d
