Question,Option A,Option B,Option C,Option D,Correct Answer
Who was a leader of the Revolt of 1857 in Bihar?,Begum Hazrat Mahal,Rani Lakshmibai,Kunwar Singh,Mangal Pandey,c
The Government of India Act of which year is considered the basis of the Constitution?,1909,1919,1935,1946,c
Which of the following reforms introduced the Communal Electorate?,Regulating Act of 1773,Morley-Minto Reforms of 1909,Montagu-Chelmsford Reforms of 1919,Government of India Act of 1935,b
"Match the following newspapers with their respective authors:

Column I
(A) Kesari
(B) Young India

Column II
(1) Mahatma Gandhi
(2) Bal Gangadhar Tilak

Choose the correct option:","A-1, B-2","A-2, B-1","A-2, B-2","A-1, B-1",b
In which year did the Cabinet Mission Plan take place?,1909,1919,1935,1946,d
"Arrange the following events in chronological order:
(1) Chauri-Chaura incident
(2) Dandi March
(3) Jallianwala Bagh massacre",3-2-1,1-2-3,2-3-1,3-1-2,d
Who among the following founded the Swaraj Party in 1923?,Jawaharlal Nehru and Subhas Chandra Bose,Chittaranjan Das and Motilal Nehru,Mahatma Gandhi and Sardar Patel,Rajendra Prasad and C. Rajagopalachari,b
Gandhiji's first Satyagraha in India was the?,Non-Cooperation Movement,Dandi March,Champaran Satyagraha,Quit India Movement,c
Against which incident did Gandhiji renounce the title of 'Kesar-e-Hind'?,Chauri-Chaura Incident,Dandi March,Jallianwala Bagh massacre,Simon Commission,c
When did Gandhiji return to India from South Africa?,"January 9, 1915","August 1, 1920","March 12, 1930","March 5, 1931",a
Who was a leader of the Revolt of 1857 from Bihar?,Begum Hazrat Mahal,Rani Lakshmibai,Kunwar Singh,Mangal Pandey,c
The Regulating Act established the Supreme Court. In which year was this act passed?,1793,1773,1858,1909,b
Which reforms introduced the Communal Electorate?,Montagu-Chelmsford Reforms of 1919,Government of India Act of 1935,Morley-Minto Reforms of 1909,Cabinet Mission Plan of 1946,c
Which Act served as the basis of the Constitution and introduced Provincial Autonomy?,Regulating Act of 1773,Morley-Minto Reforms of 1909,Government of India Act of 1935,Montagu-Chelmsford Reforms of 1919,c
The Montagu-Chelmsford Reforms of 1919 are associated with which feature?,Communal Electorate,Diarchy,Provincial Autonomy,Establishment of the Supreme Court,b
Gandhiji's first Satyagraha in India was the Champaran Satyagraha. In which year did it occur?,1920,1930,1917,1915,c
In which year did the Jallianwala Bagh massacre take place?,1920,1919,1922,1931,b
The Non-Cooperation Movement started in which year?,1922,1919,1915,1920,d
Which event led to Gandhiji renouncing the title of 'Kesar-e-Hind'?,Chauri-Chaura Incident,Dandi March,Jallianwala Bagh massacre,Champaran Satyagraha,c
When did the Chauri-Chaura incident occur?,"March 5, 1931","August 1, 1920","February 4, 1922","March 12, 1930",c
Who founded the Swaraj Party?,Mahatma Gandhi and Jawaharlal Nehru,Chittaranjan Das and Motilal Nehru,Subhas Chandra Bose and Sardar Patel,Rajendra Prasad and C. Rajagopalachari,b
In which year did the Dandi March begin?,1922,1931,1930,1919,c
When did the Gandhi-Irwin Pact take place?,"March 12, 1930","August 1, 1920","February 4, 1922","March 5, 1931",d
"Match the following newspapers with their respective authors:

Column I
(A) Kesari
(B) Young India
(C) Common Wheel

Column II
(1) Annie Besant
(2) Gandhi
(3) Tilak

Choose the correct option:","A-3, B-2, C-1","A-2, B-1, C-3","A-1, B-3, C-2","A-3, B-1, C-2",a
"Arrange the following events in chronological order:
(A) Jallianwala Bagh massacre
(B) Chauri-Chaura incident
(C) Dandi March
(D) Gandhiji's return from South Africa

Choose the correct sequence:","A, B, C, D","D, A, B, C","D, A, C, B","B, C, A, D",c
Which of the following statements is NOT correct?,Begum Hazrat Mahal led the Revolt of 1857 from Lucknow.,The Morley-Minto Reforms of 1909 introduced Diarchy.,The Government of India Act of 1935 served as the basis of the Constitution.,"Gandhiji returned to India from South Africa on January 9, 1915.",b
The Act of 1858 is related to which of the following?,Constitutional Development,Administrative changes after the Revolt of 1857,Morley-Minto Reforms,Montagu-Chelmsford Reforms,b
Which Act established the Supreme Court?,Government of India Act of 1935,Regulating Act of 1773,Morley-Minto Reforms of 1909,Montagu-Chelmsford Reforms of 1919,b
Which of the following reforms introduced Communal Electorate?,Regulating Act of 1773,Montagu-Chelmsford Reforms of 1919,Morley-Minto Reforms of 1909,Government of India Act of 1935,c
Which Act introduced Diarchy?,Government of India Act of 1935,Morley-Minto Reforms of 1909,Regulating Act of 1773,Montagu-Chelmsford Reforms of 1919,d
The Government of India Act of 1935 is considered the basis of which of the following?,Cabinet Mission Plan,Indian Independence Act,The Constitution,Morley-Minto Reforms,c
When did the Cabinet Mission Plan take place?,1935,1919,1946,1909,c
Which of the following is associated with the development of education and press in India?,Santhal Revolt,Indigo Revolt,Moplah Revolt,Macaulay's Minute,d
"Match the following newspapers with their respective founders:

Column I
(A) Kesari
(B) Young India

Column II
(1) Gandhi
(2) Tilak","A-1, B-2","A-2, B-1","A-1, B-3","A-2, B-3",b
What was the date of the Jallianwala Bagh massacre?,"March 5, 1931","April 13, 1919","August 1, 1920","February 4, 1922",b
Gandhiji renounced the title of 'Kesar-e-Hind' in protest against which incident?,Chauri-Chaura incident,Dandi March,Gandhi-Irwin Pact,Jallianwala Bagh massacre,d
When did the Non-Cooperation Movement start?,"March 12, 1930","February 4, 1922","August 1, 1920","March 5, 1931",c
The Chauri-Chaura incident led to the withdrawal of which movement?,Civil Disobedience Movement,Swaraj Movement,Non-Cooperation Movement,Indigo Revolt,c
Who founded the Swaraj Party in 1923?,Motilal Nehru and Mahatma Gandhi,Jawaharlal Nehru and Subhas Chandra Bose,Chittaranjan Das and Motilal Nehru,Mahatma Gandhi and Jawaharlal Nehru,c
The Dandi March marked the beginning of which movement?,Non-Cooperation Movement,Champaran Satyagraha,Civil Disobedience Movement,Quit India Movement,c
"Arrange the following events in chronological order:
(1) Jallianwala Bagh massacre
(2) Chauri-Chaura incident
(3) Dandi March
(4) Gandhiji's return from South Africa","4, 1, 2, 3","1, 2, 3, 4","2, 3, 4, 1","3, 4, 1, 2",a
Who was the leader of the revolt of 1857 in Lucknow?,Kunwar Singh,Rani Lakshmibai,Begum Hazrat Mahal,Mangal Pandey,c
Which Act led to administrative changes after the Revolt of 1857?,Regulating Act of 1773,Government of India Act of 1935,Act of 1858,Morley-Minto Reforms of 1909,c
Which of the following established the Supreme Court?,Morley-Minto Reforms of 1909,Regulating Act of 1773,Montagu-Chelmsford Reforms of 1919,Government of India Act of 1935,b
The Morley-Minto Reforms of 1909 introduced which of the following?,Provincial Autonomy,Diarchy,Communal Electorate,Supreme Court,c
The Montagu-Chelmsford Reforms of 1919 introduced which of the following?,Communal Electorate,Provincial Autonomy,Diarchy,Basis of the Constitution,c
Which Act is considered the basis of the Constitution?,Regulating Act of 1773,Morley-Minto Reforms of 1909,Montagu-Chelmsford Reforms of 1919,Government of India Act of 1935,d
The Cabinet Mission Plan was introduced in which year?,1935,1909,1946,1919,c
Which of the following is NOT a revolt mentioned in the text?,Indigo Revolt,Santhal Revolt,Munda Revolt,Sepoy Mutiny,d
Which of the following is associated with the development of education and press?,Cabinet Mission Plan,Government of India Act of 1935,Macaulay's Minute,Morley-Minto Reforms,c
Who was the editor of 'Young India'?,Tilak,Gandhi,Annie Besant,Nehru,b
"Match the following newspapers with their respective editors:

Column I
(A) Kesari
(B) Common Wheel

Column II
(1) Annie Besant
(2) Tilak","A-1, B-2","A-2, B-1","A-2, B-2","A-1, B-1",b
In which year did Gandhiji return to India from South Africa?,1917,1920,1915,1930,c
What is January 9 celebrated as in India?,Republic Day,Independence Day,Pravasi Bharatiya Divas,Gandhi Jayanti,c
Gandhiji's first Satyagraha in India was the Champaran Satyagraha. In which state did it take place?,Uttar Pradesh,Bihar,Gujarat,Maharashtra,b
Which incident led Gandhiji to renounce the title of 'Kesar-e-Hind'?,Chauri-Chaura incident,Dandi March,Champaran Satyagraha,Jallianwala Bagh massacre,d
The Dandi March marked the start of which movement?,Non-Cooperation Movement,Quit India Movement,Civil Disobedience Movement,Home Rule Movement,c
In which year did the Gandhi-Irwin Pact take place?,1922,1930,1931,1919,c
"Arrange the following events in chronological order:
(A) Jallianwala Bagh massacre
(B) Chauri-Chaura incident
(C) Gandhiji's return to India
(D) Dandi March","C, A, B, D","A, B, C, D","B, A, D, C","D, C, A, B",a
In which Round Table Conference did Mahatma Gandhi participate?,First Round Table Conference (1930),Second Round Table Conference (1931),Third Round Table Conference (1932),Fourth Round Table Conference (1933),b
The Poona Pact (1932) was signed between whom?,Jawaharlal Nehru and Muhammad Ali Jinnah,Mahatma Gandhi and Sardar Vallabhbhai Patel,Mahatma Gandhi and Dr. B.R. Ambedkar,Subhash Chandra Bose and Clement Attlee,c
During which movement was the slogan 'Do or Die' given?,Swadeshi Movement,Non-Cooperation Movement,Civil Disobedience Movement,Quit India Movement,d
"In which year was the Indian National Congress founded, and by whom?","1875, Mahatma Gandhi","1885, A.O. Hume","1895, Jawaharlal Nehru","1905, Lord Curzon",b
Who was the First President of the Indian National Congress?,A.O. Hume,Mahatma Gandhi,Vyomesh Chandra Banerjee (WC Bannerjee),Surendranath Banerjee,c
When was the Partition of Bengal implemented?,"October 16, 1915","October 16, 1905","August 9, 1905","August 9, 1915",b
The Swadeshi movement started in protest against which incident?,Jallianwala Bagh Massacre,Partition of India,Partition of Bengal,Simon Commission,c
Where was the Muslim League established?,Aligarh,Lahore,Dhaka,Bombay,c
In which session did the Congress split into extremist and moderate groups?,Lahore Session (1929),Lucknow Session (1916),Surat Session (1907),Karachi Session (1931),c
In which year did the Lucknow Pact between the Congress and the Muslim League take place?,1907,1919,1916,1925,c
Who founded the Home Rule League?,Mahatma Gandhi and Jawaharlal Nehru,Bal Gangadhar Tilak and Annie Besant,Sardar Vallabhbhai Patel and Rajendra Prasad,Subhash Chandra Bose and Bhagat Singh,b
When did the Kakori Train Action take place?,"August 9, 1928","August 9, 1925","August 9, 1930","August 9, 1922",b
Who founded the 'Naujavan Bharat Sabha'?,Subhash Chandra Bose,Bhagat Singh, सुखदेव,राजगुरु,b
Who were the revolutionaries who killed Saunders?,Mahatma Gandhi and Jawaharlal Nehru,Bhagat Singh and Batukeshwar Dutt,Bhagat Singh and Sukhdev,Rajguru and Sukhdev,c
Who actually formed the Azad Hind Fauj (INA)?,Subhash Chandra Bose,Jawaharlal Nehru,Captain Mohan Singh,Rash Behari Bose,c
"Who gave the slogan ""Give me blood, I will give you freedom""?",Mahatma Gandhi,Jawaharlal Nehru,Subhash Chandra Bose,Bhagat Singh,c
Who founded the Brahmo Samaj?,Swami Vivekananda,Raja Rammohan Roy,Dayananda Saraswati,Ramakrishna Paramahamsa,b
In which Round Table Conference did Gandhiji participate?,First Round Table Conference,Second Round Table Conference,Third Round Table Conference,None of these,b
In what year was the Poona Pact signed?,1930,1931,1932,1933,c
Between whom was the Poona Pact signed?,Mahatma Gandhi and Jawaharlal Nehru,Mahatma Gandhi and Sardar Vallabhbhai Patel,Mahatma Gandhi and Dr. B.R. Ambedkar,Jawaharlal Nehru and Dr. B.R. Ambedkar,c
In which movement was the slogan 'Do or Die' given?,Swadeshi Movement,Non-Cooperation Movement,Civil Disobedience Movement,Quit India Movement,d
In what year was the Indian National Congress founded?,1880,1885,1890,1895,b
In what year did the Lucknow Pact occur between Congress and the Muslim League?,1910,1916,1920,1924,b
Who among the following founded the Home Rule League?,Bal Gangadhar Tilak only,Annie Besant only,Bal Gangadhar Tilak and Annie Besant,Mahatma Gandhi and Jawaharlal Nehru,c
In which year did Mahatma Gandhi participate in the Second Round Table Conference?,1930,1932,1931,1929,c
The Poona Pact of 1932 was signed between which of the following individuals?,Jawaharlal Nehru and Mahatma Gandhi,Mahatma Gandhi and Dr. B.R. Ambedkar,Sardar Patel and Mahatma Gandhi,Subhash Chandra Bose and Dr. B.R. Ambedkar,b
In which year was the Indian National Congress founded?,1906,1857,1885,1905,c
The Swadeshi Movement was started in protest against which incident?,Jallianwala Bagh Massacre,Partition of India,Partition of Bengal,Simon Commission,c
In which city was the Muslim League established?,Lucknow,Delhi,Calcutta,Dhaka,d
In which year did the Lucknow Pact between Congress and the Muslim League take place?,1907,1919,1916,1925,c
Which revolutionaries were involved in the killing of Saunders and throwing a bomb in the Central Assembly?,Rajguru and Sukhdev,Bhagat Singh and Sukhdev,Bhagat Singh and Batukeshwar Dutt,Chandrashekhar Azad and Bhagat Singh,c
"Arrange the following events in chronological order:
1. Partition of Bengal
2. Kakori Train Action
3. Lucknow Pact
4. Founding of the Indian National Congress","4, 1, 3, 2","1, 4, 3, 2","2, 3, 1, 4","3, 2, 4, 1",a
Which of the following statements is INCORRECT regarding the Partition of Bengal?,"It was implemented on October 16, 1905.",It was protested by the Swadeshi Movement.,It was implemented during the time of Lord Curzon.,It led to the formation of the Muslim League.,d
In which year did Gandhiji participate in the Second Round Table Conference?,1930,1932,1931,1929,c
The Poona Pact of 1932 was signed between Mahatma Gandhi and whom?,Jawaharlal Nehru,Sardar Vallabhbhai Patel,Dr. B.R. Ambedkar,Rajendra Prasad,c
On which date was the Partition of Bengal implemented?,"October 1, 1905","October 16, 1905","November 1, 1905","September 16, 1905",b
In which city was the Muslim League established in 1906?,Delhi,Lucknow,Karachi,Dhaka,d
In which year did the Lucknow Pact between Congress and Muslim League take place?,1907,1919,1916,1925,c
Who founded the Home Rule League in 1916?,Mahatma Gandhi and Jawaharlal Nehru,Sardar Vallabhbhai Patel and Rajendra Prasad,Bal Gangadhar Tilak and Annie Besant,Subhash Chandra Bose and C.R. Das,c
On which date did the Kakori Train Action take place?,"August 15, 1925","August 9, 1925","September 5, 1925","July 4, 1925",b
Who founded the 'Naujavan Bharat Sabha' in 1926?, सुखदेव,Rajguru,Bhagat Singh,Chandra Shekhar Azad,c
Who founded the Brahmo Samaj in 1828?,Swami Vivekananda,Dayananda Saraswati,Raja Rammohan Roy,Keshab Chandra Sen,c
Which of the following statements is NOT correct regarding the Lucknow Pact?,It happened in 1916,It was between Congress and the Muslim League,Ambika Charan Mazumdar was the president,It led to the immediate independence of India,d
"Match the following:
Column I
(A) A.O. Hume
(B) Lord Curzon
(C) Salimullah and Aga Khan
(D) Bhagat Singh

Column II
(1) Partition of Bengal
(2) Founded 'Naujavan Bharat Sabha'
(3) Founded Indian National Congress
(4) Muslim League

","A-3, B-1, C-4, D-2","A-1, B-3, C-2, D-4","A-2, B-4, C-1, D-3","A-4, B-2, C-3, D-1",a
"Who, along with Lord William Bentinck, is credited with the abolition of Sati in 1829?",Dayanand Saraswati,Swami Vivekananda,Raja Rammohan Roy,Ishwar Chandra Vidyasagar,c
In what year did Swami Vivekananda found the Ramakrishna Mission?,1875,1856,1893,1897,d
Who is known for giving the slogan 'Back to Vedas'?,Jyotirao Phule,Dayanand Saraswati,Swami Vivekananda,Raja Rammohan Roy,b
The Widow Remarriage Act was passed in 1856 due to the efforts of whom?,Lord William Bentinck,Jyotirao Phule,Ishwar Chandra Vidyasagar,Lord Dalhousie,c
Who was the Governor-General of India during the Revolt of 1857?,Lord Dalhousie,Lord Canning,Lord Cornwallis,Lord Wellesley,b
Which of the following statements is INCORRECT regarding the Revolt of 1857?,"The rebellion began in Meerut on May 10, 1857.",Lotus and bread were symbols of the revolt.,Begum Hazrat Mahal led the rebellion in Kanpur.,Bahadur Shah Zafar (II) was exiled to Rangoon after the revolt.,c
"After the Revolt of 1857, under which law did the rule of India pass from the East India Company to the British Crown?",Subsidiary Alliance,Permanent Settlement,"Government of India Act, 1858","Widow Remarriage Act, 1856",c
Arrange the following events in chronological order:,"A, B, C, D","B, A, D, C","A, B, D, C","B, A, C, D",d
Who introduced the policy of Subsidiary Alliance?,Lord Cornwallis,Lord Dalhousie,Lord William Bentinck,Lord Wellesley,d
Which Governor-General is associated with the introduction of Railways in 1853?,Lord Canning,Lord Dalhousie,Lord Wellesley,Lord Cornwallis,b
Who was the author of the book 'Gulamgiri'?,Swami Vivekananda,Dayanand Saraswati,Jyotirao Phule,Ishwar Chandra Vidyasagar,c
In which city was the World Parliament of Religions held where Swami Vivekananda delivered a speech?,Adyar,Lucknow,Kanpur,Chicago,d
"Who played a key role, alongside Lord William Bentinck, in the abolition of Sati in 1829?",Dayanand Saraswati,Swami Vivekananda,Raja Rammohan Roy,Ishwar Chandra Vidyasagar,c
In which year was the Arya Samaj founded by Dayanand Saraswati?,1897,1875,1856,1829,b
The slogan 'Back to the Vedas' was given by whom?,Swami Vivekananda,Raja Rammohan Roy,Dayanand Saraswati,Jyotirao Phule,c
Who founded the Ramakrishna Mission in 1897?,Dayanand Saraswati,Raja Rammohan Roy,Swami Vivekananda,Jyotirao Phule,c
In what year did Swami Vivekananda deliver his speech at the World Parliament of Religions in Chicago?,1857,1875,1893,1897,c
Who was the founder of the Satyashodhak Samaj and author of the book 'Gulamgiri'?,Ishwar Chandra Vidyasagar,Swami Vivekananda,Dayanand Saraswati,Jyotirao Phule,d
The Widow Remarriage Act was passed in 1856 due to the efforts of which reformer?,Raja Rammohan Roy,Ishwar Chandra Vidyasagar,Swami Vivekananda,Dayanand Saraswati,b
Where was the headquarters of the Theosophical Society in India located?,Meerut,Kanpur,Lucknow,Adyar (Madras),d
What were the symbols of the Revolt of 1857?,Sword and shield,Lotus and bread,Charkha and salt,Flag and map,b
In which city did the Revolt of 1857 begin?,Lucknow,Kanpur,Meerut,Jhansi,c
Who led the rebellion against British forces in Jhansi during the Revolt of 1857?,Begum Hazrat Mahal,Kunwar Singh,Rani Lakshmibai,Nana Saheb,c
Who led the rebellion in Lucknow during the Revolt of 1857?,Kunwar Singh,Rani Lakshmibai,Nana Saheb,Begum Hazrat Mahal,d
Who led the revolt in Bihar (Jagdishpur) during the 1857 uprising?,Nana Saheb,Begum Hazrat Mahal,Kunwar Singh,Rani Lakshmibai,c
Who were the leaders of the rebellion in Kanpur during the Revolt of 1857?,Rani Lakshmibai and Kunwar Singh,Nana Saheb and Tatya Tope,Begum Hazrat Mahal and Bahadur Shah Zafar (II),Mangal Pandey and Tantia Tope,b
Who was exiled to Rangoon after the Revolt of 1857?,Kunwar Singh,Nana Saheb,Bahadur Shah Zafar (II),Tatya Tope,c
Under which law did the governance of India transfer from the East India Company to the British Crown?,"Indian Councils Act, 1861","Pitt's India Act, 1784","Regulating Act, 1773","Government of India Act, 1858",d
"Match the following events/policies with the respective Governor-General/Viceroy:

Column I
(A) Permanent Settlement
(B) Subsidiary Alliance
(C) Abolition of Sati
(D) Introduction of Railways

Column II
(1) Lord Dalhousie
(2) Lord William Bentinck
(3) Lord Cornwallis
(4) Lord Wellesley

Choose the correct sequence:","A-3, B-4, C-2, D-1","A-4, B-3, C-1, D-2","A-2, B-1, C-4, D-3","A-1, B-2, C-3, D-4",a
Which of the following statements is INCORRECT?,Lord Cornwallis is associated with the Permanent Settlement of 1793.,Lord Wellesley is associated with the Subsidiary Alliance.,Lord William Bentinck is associated with the Abolition of Sati in 1829.,Lord Dalhousie is associated with the Abolition of Sati in 1829.,d
"Who played a key role, along with Lord William Bentinck, in the abolishment of Sati in 1829?",Dayanand Saraswati,Swami Vivekananda,Raja Rammohan Roy,Ishwar Chandra Vidyasagar,c
In what year was the Arya Samaj founded by Dayanand Saraswati?,1856,1875,1893,1897,b
Who articulated the influential slogan 'Back to Vedas'?,Swami Vivekananda,Raja Rammohan Roy,Jyotirao Phule,Dayanand Saraswati,d
In which year did Swami Vivekananda establish the Ramakrishna Mission?,1856,1875,1893,1897,d
In what city and year did Swami Vivekananda deliver his address at the World Parliament of Religions?,"Adyar, 1856","Chicago, 1893","Madras, 1875","Kanpur, 1857",b
Who was the founder of Satyashodhak Samaj and the author of 'Gulamgiri'?,Ishwar Chandra Vidyasagar,Dayanand Saraswati,Jyotirao Phule,Raja Rammohan Roy,c
"Who championed the Widow Remarriage Act, passed in 1856?",Swami Vivekananda,Ishwar Chandra Vidyasagar,Dayanand Saraswati,Raja Rammohan Roy,b
Where was the Indian headquarters of the Theosophical Society located?,Meerut,Lucknow,Adyar (Madras),Jagdishpur,c
Who served as the Governor-General of India during the Revolt of 1857?,Lord Cornwallis,Lord Wellesley,Lord Dalhousie,Lord Canning,d
What were the symbols representing the Revolt of 1857?,Sword and Shield,Lotus and Bread,Flag and Coin,Pen and Paper,b
In which city did the Revolt of 1857 initially break out?,Lucknow,Jhansi,Meerut,Kanpur,c
Who assumed leadership of the rebellion in Jhansi?,Begum Hazrat Mahal,Kunwar Singh,Nana Saheb,Rani Lakshmibai,d
Who spearheaded the revolt in Lucknow?,Rani Lakshmibai,Kunwar Singh,Begum Hazrat Mahal,Tatya Tope,c
Who was the leader of the rebellion in Bihar (Jagdishpur)?,Nana Saheb,Kunwar Singh,Tatya Tope,Bahadur Shah Zafar (II),b
Who jointly led the rebellion in Kanpur?,Kunwar Singh and Bahadur Shah Zafar (II),Rani Lakshmibai and Begum Hazrat Mahal,Nana Saheb and Tatya Tope,Lord Canning and Lord Dalhousie,c
"Following the Revolt of 1857, who was exiled to Rangoon?",Kunwar Singh,Tatya Tope,Nana Saheb,Bahadur Shah Zafar (II),d
Under which legislative act did the governance of India transition from the East India Company to the British Crown?,Permanent Settlement - 1793,Subsidiary Alliance,"Government of India Act, 1858","Widow Remarriage Act, 1856",c
"Match the following events/policies with the corresponding Governor-General/Viceroy:

Column I
(A) Permanent Settlement
(B) Subsidiary Alliance
(C) Abolition of Sati
(D) Introduction of Railways

Column II
(1) Lord Dalhousie
(2) Lord William Bentinck
(3) Lord Cornwallis
(4) Lord Wellesley","A-3, B-4, C-2, D-1","A-4, B-3, C-1, D-2","A-2, B-1, C-4, D-3","A-1, B-2, C-3, D-4",a
In which year was the practice of Sati abolished?,1856,1897,1829,1875,c
The slogan 'Back to Vedas' was given by whom?,Swami Vivekananda,Ishwar Chandra Vidyasagar,Raja Rammohan Roy,Dayanand Saraswati,d
Who founded the Ramakrishna Mission?,Dayanand Saraswati,Jyotirao Phule,Swami Vivekananda,Raja Rammohan Roy,c
In which year did Swami Vivekananda deliver a speech at the World Parliament of Religions in Chicago?,1875,1829,1897,1893,d
Who was instrumental in passing the Widow Remarriage Act of 1856?,Dayanand Saraswati,Swami Vivekananda,Ishwar Chandra Vidyasagar,Raja Rammohan Roy,c
Where did the rebellion of 1857 begin?,Lucknow,Jhansi,Kanpur,Meerut,d
Who led the rebellion in Jhansi during the revolt of 1857?,Begum Hazrat Mahal,Kunwar Singh,Nana Saheb,Rani Lakshmibai,d
