Question,Option A,Option B,Option C,Option D,Correct Answer,Subject,Topics,Points
Which is the longest river flowing through Uttar Pradesh?,Yamuna,Ghaghra,Ganga,Gomti,c,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
What was Kanpur formerly known as?,Brajnagar,Cawnpore,Prayag,Avadh,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which of the following UP products has a GI tag?,Agra Petha,Firozabad Glass,Moradabad Metal Craft,All of the above,d,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
What is the primary objective of the 'Uttar Pradesh Startup Policy'?,Promoting tourism,Encouraging entrepreneurship,Improving agriculture,Enhancing infrastructure,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
"Which fair is held annually in Prayagraj, Uttar Pradesh?",Pushkar Fair,Kumbh Mela,Sonepur Fair,Hemis Festival,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
The Sharda Sahayak Project is related to?,Power generation,Irrigation,Tourism,Fisheries,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
What is the nickname of Varanasi?,City of Joy,City of Temples,Manchester of the East,Silicon Valley of India,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which of these handicrafts has NOT received GI tag from UP?,Varanasi Wooden Lacquerware,Saharanpur Wood Carving,Meerut Scissors,Lucknow Zardozi,c,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
What is the main aim of 'One District One Product' (ODOP) scheme in UP?,Promote sports,Promote local crafts and industries,Improve education,Improve healthcare,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which of the following is a popular folk dance of Uttar Pradesh?,Kathak,Bhangra,Garba,Ghoomar,a,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
The Matatila Dam is built on which river?,Betwa,Ken,Chambal,Yamuna,a,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which city in UP is known for its sports goods industry?,Agra,Meerut,Kanpur,Lucknow,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
What is 'Kalanamak Rice' famous for?,Its color,Its aroma,Its size,Its texture,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
The 'UP Free Laptop Scheme' is primarily targeted towards?,Farmers,Students,Senior Citizens,Entrepreneurs,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which is the largest animal fair held in Uttar Pradesh?,Pushkar Fair,Bateshwar Fair,Sonepur Fair,Naga Panchami Fair,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which canal is the largest irrigation canal in Uttar Pradesh?,Upper Ganga Canal,Lower Ganga Canal,Sharda Canal,Agra Canal,c,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
What is the old name of Lucknow?,Lakshmanavati,Indraprastha,Prayag,Kashi,a,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which city in UP is famous for its brassware industry?,Agra,Moradabad,Firozabad,Kanpur,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
What is the purpose of 'Uttar Pradesh Kisan Kalyan Mission'?,Promoting tourism,Improving farmer's income,Providing healthcare,Enhancing education,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which of the following is a popular music form of Uttar Pradesh?,Lavani,Qawwali,Bhangra,Ghoomar,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
The Rajghat Dam is a joint venture between Uttar Pradesh and which other state?,Madhya Pradesh,Bihar,Rajasthan,Haryana,a,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which city is known as the 'Suga City' of Uttar Pradesh?,Meerut,Bareilly,Lucknow,Pilbhit,d,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which GI tagged product is associated with Firozabad in Uttar Pradesh?,Leather Products,Glassware,Handloom Sarees,Metal Crafts,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
What is the focus of the 'Balika Samridhi Yojana' in Uttar Pradesh?,Promoting education for boys,Empowering girls,Providing healthcare for elderly,Improving infrastructure,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
What is 'Ramleela' of Uttar Pradesh known for?,Classical Dance,Dramatization of Ramayana,Folk Music,Handicraft Fair,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
The Parichha Dam is located on which river?,Betwa,Ganga,Yamuna,Ghaghra,a,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
