Question,Option A,Option B,Option C,Option D,Correct Answer
What is Hunsagi known for?,A Neolithic settlement,A Palaeolithic site of archaeological importance,A Harappan port,A site with evidence of pit-dwellings,b
The 'Dancing Girl' statue was created using which technique?,Microlith carving,Lost-wax casting,Celt shaping,Pit-dwelling construction,b
In which state is the late Harappan site of Daderi located?,Rajasthan,Punjab,Haryana,Gujarat,b
Which of the following archaeological sites is located in Uttar Pradesh?,Inamgaon,Burzahom,Koldihwa,Hunsagi,c
Which of the following was a key export from the Indus Civilization?,Spices,Gems,Cotton clothes,Metal Ores,c
The Harappan city known for being divided into three parts is:,Mohenjo-daro,Harappa,Dholavira,Lothal,c
Which province of Pakistan is home to the Neolithic settlement of Mehrgarh?,Sindh,Punjab,Balochistan,Khyber Pakhtunkhwa,c
What is the name given to the first age of the prehistoric period?,Neolithic Age,Mesolithic Age,Palaeolithic Age,Chalcolithic Age,c
What type of tool is classified as a Celt?,Palaeolithic tool,Mesolithic tool,Neolithic tool,Harappan tool,c
Which of the following sites is identified as a Palaeolithic site of archaeological importance in India?,Burzahom,Hunsagi,Mehrgarh,Lothal,b
Which of the following sites is recognized as a Palaeolithic site of archaeological significance in India?,Burzahom,Mehrgarh,Hunsagi,Koldihwa,c
What type of tools were known as microliths and utilized by early humans?,Stone tools,Neolithic tools,Iron tools,Copper tools,a
A 'Celt' is best described as which type of tool?,A Palaeolithic tool,A Mesolithic tool,A Neolithic tool,An Iron Age tool,c
Which age is designated as the initial period of the prehistoric era?,The Neolithic Age,The Mesolithic Age,The Chalcolithic Age,The Palaeolithic Age,d
In which present-day province is the Neolithic settlement of Mehrgarh situated?,Punjab,Balochistan,Maharashtra,Uttar Pradesh,b
Identify the INCORRECT statement regarding Daderi.,Daderi is a late Harappan site.,Daderi is located in Punjab.,Daderi is a Palaeolithic site.,Daderi is an archaeological site.,c
Which of the following is identified as a Neolithic tool?,Microlith,Celt,Acheulean,Hand axe,b
What technique was employed for creating the 'Dancing Girl' statue?,Stone carving,Terracotta molding,Lost-wax casting,Pottery glazing,c
Where is the archaeological site of Koldihwa located?,Maharashtra,Uttar Pradesh,Balochistan,Punjab,b
Which of the following sites is NOT associated with the Indus Valley Civilization?,Harappa,Mohenjo-daro,Pataliputra,Lothal,c
What does 'Mohenjo-daro' literally mean?,City of Gold,Great Granary,Mound of the Dead,Royal Palace,c
Which material were most standard Harappan seals made of?,Terracotta,Bronze,Steatite,Copper,c
The Harappan city of Harappa is situated on the bank of which river?,Indus,Ghaggar,Ravi,Beas,c
In which present-day province is Mohenjo-daro located?,Punjab,Sindh,Balochistan,Khyber Pakhtunkhwa,b
Which Harappan city was primarily dedicated to craft production?,Harappa,Mohenjo-daro,Chanhudaro,Lothal,c
In which Indian state is the Indus Valley site of Dholavira located?,Rajasthan,Gujarat,Haryana,Punjab,b
The evidence of reservoirs in Indus Valley Civilization has been found at which of the following sites?,Mohenjo-daro,Harappa,Dholavira,Lothal,c
Who took charge of Harappa excavation after becoming the Director General of ASI in 1944?,R.D. Banerji,S.R. Rao,Sir John Marshall,Sir Mortimer Wheeler,d
Who was the first to excavate Mohenjo-daro?,Sir John Marshall,Sir Mortimer Wheeler,R.D. Banerji,S.R. Rao,c
Around which year did the Harappan civilization develop in Western India and Pakistan?,3500 B.C.,2500 B.C.,1500 B.C.,500 B.C.,b
What was the most important feature of the Indus Valley Civilization?,Iron tools,Buildings made of bricks,Large scale agriculture,Horse-drawn chariots,b
What metal did the people of the Indus civilization create by mixing copper and tin?,Iron,Gold,Bronze,Silver,c
Which animal is frequently depicted on Harappan seals?,Lion,Tiger,Bull,Elephant,c
Where was the bronze statue of the 'Dancing Girl' discovered?,Harappa,Lothal,Mohenjo-daro,Dholavira,c
In which language does the name 'Mohenjo-daro' mean 'Mound of the Dead'?,Sanskrit,Hindi,Sindhi,Prakrit,c
Which deity was commonly worshipped by the people of the Indus Valley Civilization?,Indra,Varuna,Agni,Pashupati,d
What does 'Mohenjo-daro' signify?,City of Gold,Mound of the Dead,Great Granary,Sacred Place,b
The excavation of Lothal was discovered by whom?,R.D. Banerji,Sir Mortimer Wheeler,S.R. Rao,John Marshall,c
At which of the following sites were the remains of horse bones discovered?,Mohenjo-daro,Lothal,Surkotada,Harappa,c
The Harappan city particularly known for its craft production was:,Mohenjo-daro,Harappa,Chanhudaro,Kalibangan,c
The Harappan Civilization primarily developed around 2500 B.C. in:,Eastern India and Afghanistan,Northern India and China,Western India and Pakistan,Southern India and Iran,c
The people of the Indus civilization mixed copper and tin to produce:,Iron,Steel,Bronze,Brass,c
The Harappan site 'Banawali' is currently located in which state?,Rajasthan,Punjab,Haryana,Gujarat,c
The nature of society in the Indus Valley Civilization was primarily:,Rural,Nomadic,Urban,Tribal,c
The Harappan site Mandi is located in which state of India?,Punjab,Haryana,Rajasthan,Uttar Pradesh,d
What is the meaning of 'Mohenjo-daro'?,City of Gold,Mound of the Dead,Great Granary,Sacred City,b
Who were the first to produce cotton?,The Egyptians,The Greeks,The Indus people,The Romans,c
At which site were the remains of horse bones found?,Mohenjo-daro,Harappa,Surkotada,Lothal,c
From where were shells obtained for craft production?,Harappa,Mohenjo-daro,Nageshwar,Banawali,c
Which of the following Indus Valley Civilization sites is located in Punjab (India)?,Mohenjo-daro,Harappa,Ropar,Lothal,c
The Great Bath at Mohenjo-daro was a massive what?,Circular well,Rectangular tank,Triangular pool,Square room,b
The city of Harappa was found on the banks of which river?,Indus,Ghaggar-Hakra,Ravi,Beas,c
Dholavira is associated with which historical period?,Mauryan Empire,Gupta Empire,Indus Valley Civilization,Vedic Period,c
Who first excavated Mohenjo-daro?,Sir John Marshall,R.D. Banerji,Sir Mortimer Wheeler,S.R. Rao,b
Around which region did the Harappan civilization develop around 2500 B.C.?,Eastern India and Burma,Southern India and Sri Lanka,Western India and Pakistan,Central India and Afghanistan,c
"Indian history begins with the Indus Valley Civilization, which came into existence around:",1500 BC,3000 BC,2500 BC,1000 BC,c
What did the people of the Indus civilization mix copper with to make bronze?,Iron,Gold,Tin,Silver,c
Which animal was often seen on Harappan seals?,Lion,Tiger,Horse,Bull,d
Who did the people of the Indus Valley Civilization worship?,Indra,Varuna,Pashupati,Agni,c
Which of the following is NOT a Harappan site located in Pakistan?,Harappa,Mohenjo-daro,Ropar,None of the above,c
At which Harappan site has evidence of water conservation been found?,Harappa,Mohenjo-daro,Dholavira,Lothal,c
At which sites have models of boats been found?,Harappa and Kalibangan,Mohenjo-daro and Lothal,Dholavira and Surkotada,Banawali and Rakhigarhi,b
The people of the Indus civilization mixed which metals to make bronze?,Iron and Copper,Silver and Gold,Copper and Tin,Lead and Zinc,c
The bronze statue of 'Dancing Girl' was found at:,Harappa,Lothal,Dholavira,Mohenjo-daro,d
Which animal is NOT depicted on the 'Pashupati Shiva' seal from Mohenjo-daro?,Bull,Tiger,Elephant,Rhinoceros,a
The easternmost boundary of the Harappan culture is marked by which site?,Kalibangan,Lothal,Alamgirpur,Harappa,c
At which site was the figure of a horned deity found on a terracotta plaque?,Lothal,Kalibangan,Dholavira,Harappa,b
An ivory scale was discovered at which Harappan site?,Kalibangan,Harappa,Lothal,Mohenjo-daro,c
Who was the first archaeologist to excavate Harappa and understand its significance?,Sir Mortimer Wheeler,Sir John Marshall,Alexander Cunningham, दयाराम साहनी (Daya Ram Sahni),b
Who first used the term 'Indus Civilization'?,Alexander Cunningham,Sir Mortimer Wheeler,Sir John Marshall, दयाराम साहनी (Daya Ram Sahni),c
What provides the most significant insight into the Indus Valley Civilization?,Literary texts,Royal decrees,Archaeological excavations,Religious scriptures,c
Which of the following are Indus Civilization sites located in Uttar Pradesh?,Lothal and Kalibangan,Alamgirpur and Hulas,Harappa and Mohenjo-daro,Dholavira and Rakhigarhi,b
Evidence of rock-cut architecture has been discovered at which Harappan site?,Lothal,Kalibangan,Dholavira,Harappa,c
At which site was a ploughed field discovered?,Harappa,Mohenjo-daro,Kalibangan,Lothal,c
Where are most of the Harappan sites located?,Ganga Valley,Indus Valley,Brahmaputra Valley,Narmada Valley,b
The beginning of idol worship is believed to be from which period?,Vedic period,Mauryan period,Pre-Aryan period,Gupta period,c
What is the main source of information about the Harappan culture?,Vedic texts,Archaeological excavations,Puranas,Travelogues of foreign travelers,b
Avesta is related to which region?,India,Egypt,Iran,Mesopotamia,c
The earliest evidence of cotton cultivation in India was found at which site?,Harappa,Mohenjo-daro,Mehrgarh,Lothal,c
A clay model of a plough was discovered at which site?,Kalibangan,Banawali,Harappa,Mohenjo-daro,b
Evidence of a coffin burial has been found at which site?,Mohenjo-daro,Harappa,Lothal,Kalibangan,b
In which state were the maximum number of Harappan sites discovered in India after independence?,Punjab,Haryana,Rajasthan,Gujarat,d
Archaeologists found the remains of five wild dogs and antlers of a stag at:,Mehrgarh,Burzahom,Daimabad,Inamgaon,b
'Jorwe Culture' was a Chalcolithic site located in the state of:,Gujarat,Maharashtra,Madhya Pradesh,Rajasthan,b
The site of archaeological importance Burzahom is located in:,Punjab,Jammu & Kashmir,Himachal Pradesh,Uttarakhand,b
A port has been found in the city of the Indus Valley Civilization at:,Harappa,Mohenjo-daro,Lothal,Dholavira,c
The 'Great Bath' was found at the site of:,Harappa,Mohenjo-daro,Lothal,Kalibangan,b
The Harappan site located in Afghanistan is:,Dholavira,Shortughai,Mehrgarh,Sopal,b
The 'Mahasnangara' at Mohenjo-daro was made waterproof by applying a layer of:,Bitumen,Natural charcoal,Lime plaster,Mud plaster,b
"About 2500 years ago, what was the Indus River called by the Iranians?",Sapta Sindhu,Hindos,Indica,Meluhha,b
The prehistoric site Daimabad is located in the state of:,Gujarat,Maharashtra,Rajasthan,Haryana,b
Which city is directly related to the Harappan civilization?,Pataliputra,Dholavira,Taxila,Kushinagar,b
Which of the following sheds light on the Indus Valley Civilization?,Literary Sources,Archaeological excavations,Religious Texts,Vedic Literature,b
Which is the largest Harappan site in India?,Lothal,Kalibangan,Rakhigarhi,Dholavira,c
Which site of archaeological importance is located in Jammu & Kashmir?,Daimabad,Burzahom,Mehrgarh,Inamgaon,b
An ivory scale was discovered at which of the following sites?,Harappa,Mohenjo-daro,Lothal,Kalibangan,c
Most of the Harappan sites are situated in which geographical area?,Ganga Valley,Indus Valley,Brahmaputra Valley,Narmada Valley,b
The 'Great Bath' was discovered at which Indus Valley Civilization site?,Harappa,Lothal,Kalibangan,Mohenjo-daro,d
Which of the following provides insight into the Indus Valley Civilization?,Literary texts,Royal decrees,Archaeological excavations,Religious scriptures,c
Where was the earliest evidence of cotton cultivation in India discovered?,Harappa,Mohenjo-daro,Lothal,Mehrgarh,d
"The Harappan civilization obtained metal, specifically copper, from which present-day area?",Gujarat,Rajasthan,Haryana,Punjab,b
At which of the following sites were terracotta models of the plough discovered?,Lothal,Kalibangan,Banawali,Dholavira,c
In what year did Ravindra Singh Bisht initiate the excavations at Dholavira?,1980,1990,2000,1970,b
In which state are the ancient Harappan settlements of Dholavira and Lothal situated?,Rajasthan,Haryana,Gujarat,Punjab,c
"Marks of ploughed lines, indicative of agricultural practices, were discovered at which Harappan site?",Banawali,Kalibangan,Rangpur,Ropar,b
Which of the following Harappan sites is located in the state of Haryana?,Daimabad,Rakhigarhi,Rangpur,Kalibanga,b
What material was predominantly used in the creation of the 'dancing-girl' artifact?,Terracotta,Copper,Bronze,Stone,c
On which river bank is the archaeological site of Daimabad located?,Indus,Ropar,Pravara,Ghaggar,c
Which of the following Indus Valley Civilization sites is NOT situated on the banks of the Indus River?,Mohenjo-daro,Ropar,Harappa,Kot Diji,b
What term did the Mesopotamian people use to refer to the Indus Valley Civilization?,Harappa,Meluha,Indus,Sindhu,b
"Unlike other Harappan cities, Dholavira was distinctly divided into how many parts?",Two parts,Four parts,Three parts,Five parts,c
What is the meaning of the 'Upanayana ceremony'?,The child is taught agriculture,The child is made to wear the sacred thread,The child is married,The child is initiated into trade,b
What was the general status of women during the Vedic period?,Low,High,Equal to men,Variable across regions,b
Which of the four Vedas is considered the first?,Samaveda,Yajurveda,Atharvaveda,Rigveda,d
When did idol worship begin in India?,During the Vedic period,During the Mauryan period,Even before the period of the Aryans,During the Gupta period,c
Around what were the rooms in the houses of the Indus Valley Civilization generally built?,A temple,A granary,A courtyard,A well,c
At which Harappan culture site were fire altars found?,Kalibangan,Dholavira,Lothal,Rakhigarhi,c
The 'dancing-girl' statue was made using which material?,Terracotta,Copper,Bronze,Stone,c
Which mature phase Harappan site is located in Rajasthan?,Rakhigarhi,Kalibanga,Dholavira,Rangpur,b
At which site has evidence of a ploughed field been found?,Lothal,Kalibanga,Rakhigarhi,Dholavira,b
What was the old Persian word used to refer to the area east of the Indus?,Aryavarta,Hindu,Bharat,Hindustan,b
In which year were excavations in Dholavira initiated by Ravindra Singh Bisht?,1985,1995,1990,2000,c
Marks of ploughed lines were discovered at which of the following Harappan sites?,Dholavira,Lothal,Kalibangan,Rangpur,c
In which state is the Harappan site Rangpur situated?,Rajasthan,Gujarat,Haryana,Punjab,b
At which Harappan site were fire altars discovered?,Dholavira,Lothal,Kalibangan,Rakhigarhi,b
The 'dancing-girl' artifact was primarily made of which material?,Terracotta,Copper,Bronze,Gold,c
Evidence of a ploughed field has been discovered at which location?,Lothal,Kalibanga,Dholavira,Rakhigarhi,b
"In the context of ancient Indian tradition, what does the 'Upanayana ceremony' signify?",Marriage Ritual,Naming Ceremony,Sacred thread ceremony for education,Funeral Rite,c
Which of the following statements about the 'Upanayana ceremony' is most accurate?,It marks the end of formal education.,It involves offering sacrifices to deities.,It signifies the wearing of the sacred thread by the child.,It is primarily a ceremony for girls.,c
"Marks of ploughed lines, indicating agricultural practices, were unearthed at which Harappan site?",Banawali,Kalibangan,Dholavira,Rangpur,b
The 'dancing-girl' artifact of the Harappan civilization was crafted using what material?,Terracotta,Copper,Bronze,Iron,c
Which Harappan site located in India is mentioned in the text?,Ropar,Kalibanga,Dholavira,Daimabad,d
The Indus Valley Civilization was referred to as what by the Mesopotamian people?,Harappa,Kalibanga,Meluha,Indus,c
"Unlike most Harappan cities, Dholavira was distinguished by being divided into how many parts?",Two parts,Four parts,Three parts,Five parts,c
What was the social standing of women during the Vedic period?,Low,Moderate,High,Non-existent,c
"Match the following:
Column I (Harappan Site)   Column II (Location)
A. Rakhigarhi             1. Gujarat
B. Kalibanga             2. Haryana
C. Lothal                3. Rajasthan

Choose the correct sequence:","A-1, B-2, C-3","A-2, B-3, C-1","A-3, B-1, C-2","A-1, B-3, C-2",b
"In the Early Vedic period, what formed the basis for the division of society?",Wealth,Birth,Profession,Caste,c
From which ancient text is the phrase 'Satyameva Jayate' taken?,Ramayana,Mahabharata,Mundaka Upanishad,Bhagavad Gita,c
Which of the following is considered the oldest Hindu epic?,Mahabharata,Ramayana,Bhagavad Gita,Purana,b
Which of the following best explains the philosophy and principles of the Aryans?,Vedas,Puranas,Upanishads,Smritis,c
Which social practice is symbolic only of the Rigvedic period?,Sati,Child Marriage,Dowry system,Joint Family System,c
What grain was referred to by the word 'Vrihi' in the Vedic period?,Wheat,Barley,Rice,Millet,c
The prose sections of the Vedas are called:,Aranyakas,Samhitas,Brahmanas,Upanishads,c
"In Rigveda, which deity is given the greatest importance?",Agni,Varuna,Indra,Surya,c
Which ancient Indian texts mention crime and criminal?,Arthashastra only,Manusmriti only,"Arthashastra, Manusmriti, Nyaya Mimamsa",Nyaya Mimamsa only,c
Shatapatha Brahmana and Taittiriya Brahmana are the Brahmana original texts of which Veda?,Rigveda,Samaveda,Yajurveda,Atharvaveda,c
The Vedic deity Indra is considered the god of:,Fire,Wind,Rain and cyclone,Sun,c
"In Hinduism, which deity is considered the 'lord of plants, healer of diseases and giver of wealth'?",Indra,Agni,Soma,Varuna,c
To whom is the Gayatri Mantra in the Rigveda dedicated?,Agni,Indra,Savita,Varuna,c
Which of the following is NOT an Upaveda?,Ayurveda,Gandharvaveda,Yogveda,Shilpaveda,c
"Brihadaranyaka, Mundaka, and Taittiriya are examples of:",Aranyakas,Brahmanas,Upanishads,Samhitas,c
Which of the following is the main philosophical ideology of Hinduism according to the text?,Samkhya Darshana,Yoga Darshana,Vaisheshika Darshana,Nyaya Darshana,c
Which Veda is known as a 'Karmakanda Grantha' or ritual text?,Rigveda,Samaveda,Yajurveda,Atharvaveda,c
How many branches does Yajurveda have?,1,2,3,4,b
"According to Vedic texts, what was the function of 'Sangrahitri'?",Priest,Warrior,Treasurer or cashier,Judge,c
"In Hinduism, which deity is considered to be the creator?",Vishnu,Shiva,Brahma,Indra,c
The Aitareya Upanishad is related to which Veda?,Samaveda,Yajurveda,Rigveda,Atharvaveda,c
Which Veda is considered the holiest among the four Vedas?,Samaveda,Yajurveda,Atharvaveda,Rigveda,d
In which Veda is the number of hymns highest?,Samaveda,Yajurveda,Atharvaveda,Rigveda,d
The oldest and largest Veda among the four Vedas is:,Samaveda,Yajurveda,Atharvaveda,Rigveda,d
How many stages of life are prescribed in early Hindu philosophy?,Two,Three,Four,Five,c
Which Veda is known as the Veda of 'Yajna' formulas?,Rigveda,Samaveda,Yajurveda,Atharvaveda,c
"In the word Upanishad, what does the word 'upa' denote?",Sacrifice,Knowledge,Nearness,Secret,c
The hymns of the Rigveda are also known as:,Aranyakas,Brahmanas,Sukta,Samhitas,c
"In the Early Vedic period, society was primarily divided based on:",Birth,Wealth,Profession,Caste,c
The phrase 'Satyameva Jayate' has been extracted from which of the following?,Ramayana,Rigveda,The Mundaka Upanishad,Arthashastra,c
Which social practice is specifically representative of the Rigvedic period?,Sati,Child Marriage,Dowry system,Joint Family System,c
"In the Vedic period, the term 'Vrihi' was used to denote which grain?",Wheat,Barley,Rice,Millet,c
The prose sections of the Vedas are known as:,Upanishads,Samhitas,Brahmanas,Aranyakas,c
Which of the following emphasizes the principle of 'knowledge'?,Aranyakas,Brahmanas,Upanishads,Samhitas,c
Which Veda is also known as the 'Book of Songs'?,Rigveda,Yajurveda,Atharvaveda,Samaveda,d
What is the approximate duration of the Vedic period in India?,2500-1000 BC,2000-800 BC,1500-500 BC,1000-200 BC,c
From which Upanishad is India's national motto 'Satyameva Jayate' derived?,Chandogya Upanishad,Maha Upanishad,Mundakopanishad,Brihadaranyaka Upanishad,c
Which Veda is associated with knowledge related to music?,Rigveda,Yajurveda,Samaveda,Atharvaveda,c
"Match the following Vedas with their primary focus:

   I. Rigveda         A. Sacrifice
   II. Yajurveda       B. Magical Rituals and Charms
   III. Atharvaveda    C. Hymns

Choose the correct sequence:","I-A, II-B, III-C","I-C, II-A, III-B","I-B, II-C, III-A","I-C, II-B, III-A",b
"The Upaveda 'Dhanurveda', associated with Yajurveda, is related to what?",Medicine,Economics,The art of warfare,Astrology,c
What does the term 'Yajur' signify in 'Yajurveda'?,Knowledge,Sacrifice,Hymn,Ritual,b
Which Veda is known to provide treatments for diseases?,Rigveda,Samaveda,Yajurveda,Atharvaveda,d
The phrase 'Vasudhaiva Kutumbakam' is found in which Upanishad?,Mundaka Upanishad,Chandogya Upanishad,Maha Upanishad,Brihadaranyaka Upanishad,c
What was the primary occupation of the Aryans in ancient times?,Trade and Commerce,Agriculture and animal husbandry,Craftsmanship,Military service,b
Which of the following is NOT considered a 'Vedanga'?,Nirukta,Smriti,Kalpa,Jyotisha,b
"In the Vedic period, what was the role of the officer called 'Bhagaduha'?",Chief Priest,Army Commander,Collected revenue tax,Village Headman,c
What is the nickname of the Mahabharata text?,Rigveda-Samhita,Yajurveda-Samhita,Shatasahasri-Samhita,Atharvaveda-Samhita,c
In which Veda is the famous Gayatri Mantra first found?,Samaveda,Yajurveda,Rigveda,Atharvaveda,c
What was the original script used to write the Rigveda?,Devanagari,Kharosthi,Brahmi,Pali,c
Which Veda is primarily a compilation based on the Rigveda?,Yajurveda,Atharvaveda,Samaveda,None of the above,c
What was the nature of the Rigvedic religion?,Monotheistic,Atheistic,Polytheistic,Agnostic,c
What did the people in the Rigvedic period primarily believe in?,Yoga and meditation,Sacrifice and rituals,Karma and reincarnation,Nature worship,b
Which of the following statements about Upanishads is NOT correct?,The number of main Upanishads is 11.,The oldest Upanishad is Chandogya Upanishad.,'Vasudhaiva Kutumbakam' is mentioned in the Maha Upanishad.,The Mundaka Upanishad is related to Rigveda.,d
What is the number of hymns contained within the Rigveda?,1128,1018,1028,1118,c
Which Veda contains knowledge related to music?,Rigveda,Yajurveda,Atharvaveda,Samaveda,d
The Mundaka Upanishad is associated with which of the following Vedas?,Yajurveda,Samaveda,Rigveda,Atharvaveda,d
What period does the Vedic period of India encompass?,2500-1000 BC,2000-800 BC,1500-500 BC,1000-200 BC,c
Which Veda discusses magical rituals and charms?,Samaveda,Rigveda,Yajurveda,Atharvaveda,d
"In 'Yajurveda', what is the meaning of 'Yajur'?",Knowledge,Song,Ritual,Sacrifice,d
What is the total number of main Upanishads?,10,13,9,11,d
Which is the oldest Upanishad?,Mundaka Upanishad,Katha Upanishad,Chandogya Upanishad,Maha Upanishad,c
"According to early Indian philosophers, every object is composed of how many basic elements?",3,4,7,5,d
