Question,Option A,Option B,Option C,Option D,Correct Answer
Who is traditionally recognized as the last Tirthankara in Jainism?,Rishabhanatha,Parshvanatha,Mahavira,Neminatha,c
"Which Jain temple, located in Ajmer, Rajasthan, is dedicated to Lord Rishabhanatha?",Dilwara Temples,Ranakpur Temple,Soniji Ki Nasiyan Temple,Khajuraho Jain Temples,c
Which Agama text in Jainism extensively discusses principles of non-violence and ethical conduct?,Kalpa Sutra,Uttaradhyayana Sutra,Sutrakritanga Sutra,Tattvartha Sutra,c
What language was predominantly used for the earliest Jain scriptures?,Sanskrit,Pali,Ardha-Magadhi,Apabhramsa,c
Where did Lord Mahavira attain 'Kevala Jnana' (perfect knowledge)?,Bodh Gaya,Sarnath,Pawapuri,Near Jrimbhikagrama,d
Which Mauryan ruler played a crucial role in promoting Buddhism beyond India?,Chandragupta Maurya,Bindusara,Ashoka,Brihadratha,c
At which location did Gautama Buddha attain enlightenment?,Sarnath,Kushinagar,Bodh Gaya,Lumbini,c
During whose reign was the Third Buddhist Council held in Pataliputra?,Ajatashatru,Kalashoka,Ashoka,Kanishka,c
Which of the following is NOT a part of the Tipitaka?,Vinaya Pitaka,Sutta Pitaka,Abhidhamma Pitaka,Upasaka Pitaka,d
Which Buddhist text contains the rules and regulations for monks and nuns?,Dhammapada,Sutta Pitaka,Vinaya Pitaka,Abhidhamma Pitaka,c
What is the correct chronological order of the key events in Buddha's life?,"Birth, Great Renunciation, First Sermon, Death","Great Renunciation, Birth, First Sermon, Death","Birth, First Sermon, Great Renunciation, Death","Death, Birth, Great Renunciation, First Sermon",a
In which country is the Temple of the Tooth located?,India,Nepal,Sri Lanka,Thailand,c
Who was the last disciple to be converted by Buddha?,Ananda,Sariputta,Subhadda,Moggallana,c
To which period does the Sarnath Buddha statue in Bhumi Sparsha Mudra belong?,Mauryan period,Kushana period,Gupta period,Sunga period,c
The 'wheel with a deer' in Indian art symbolizes which event in Buddha's life?,Birth,Enlightenment,Death,First Sermon,d
"Match the following:
   I. Vinaya Pitaka    A. Sermons of Gautama Buddha
   II. Sutta Pitaka    B. Rules for Buddhist monks
   III. Tripitaka      C. Collection of Buddhist scriptures","I-A, II-B, III-C","I-B, II-A, III-C","I-C, II-B, III-A","I-B, II-C, III-A",b
"Arrange the following Mauryan rulers in chronological order: 1. Ashoka, 2. Chandragupta Maurya, 3. Bindusara.","1, 2, 3","2, 3, 1","2, 1, 3","3, 2, 1",b
The Bhimbetka rock shelters are primarily known for which type of paintings?,Palaeolithic,Mesolithic,Neolithic,Chalcolithic,b
Which of the following animals is LEAST likely to be found on seals from Mohenjo-daro?,Unicorn,Elephant,Zebra,Rhinoceros,c
"Arrange the following Harappan sites and their modern-day locations:
	I. Rakhigarhi
	II. Shortughai
	III. Manda
	A. Afghanistan
	B. Haryana
	C. Jammu & Kashmir

Choose the correct sequence:","I-B, II-A, III-C","I-A, II-C, III-B","I-C, II-B, III-A","I-A, II-B, III-C",a
Which statement about the Indus Valley Civilization is most accurate concerning its geographical spread?,Its influence was solely limited to the Indus River basin.,It extended primarily along the Ganges River.,"It spanned across regions including present-day Pakistan, northwest India, and parts of Afghanistan.",Its settlements were exclusively coastal.,c
At which Harappan site were remains of a 'Copper Hoard' culture found?,Harappa,Mohenjo-daro,Daimabad,Rakhigarhi,c
Which Harappan site provides evidence of a well-developed drainage system with unique features of water management?,Banawali,Lothal,Dholavira,Kalibangan,c
"In which year did the Archaeological Survey of India (ASI) begin systematic excavations at Rakhigarhi, Haryana?",1995,1997,1998,2000,b
Which of the following Indus Valley Civilization sites is located furthest from the Indus River?,Mohenjo-daro,Kot Diji,Sutkagen Dor,Amri,c
What role did women play in Vedic society concerning religious rituals?,Women were completely excluded from religious practices.,Women actively participated in religious rituals and sacrifices.,Women could only participate through their husbands.,Only Brahmin women were allowed to perform religious duties.,b
Which of the following is NOT a characteristic feature of the Rigveda?,"It is divided into ten books, called Mandalas.",It mainly consists of hymns dedicated to various deities.,It mentions the concept of 'Karma'.,It is the oldest of the four Vedas.,c
Which Upanishad contains the famous dialogue between Yama and Nachiketa concerning the nature of the self?,Chandogya Upanishad,Brihadaranyaka Upanishad,Katha Upanishad,Mundaka Upanishad,c
What is the primary focus of Al-Biruni's 'Kitab-ul-Hind'?,Military strategies of Mahmud of Ghazni,Geographical accounts of Central Asia,"A comprehensive study of Indian society, culture, and sciences",Persian literature and poetry,c
Who commissioned the construction of the Kandariya Mahadeva Temple at Khajuraho?,Rajendra Chola I,The Chandela Dynasty,The Pallava Dynasty,Harshavardhana,b
Which of the following dynasties was known for its patronage of the Ajanta caves?,The Pratihara Dynasty,The Satavahana Dynasty,The Gupta Dynasty,The Maurya Dynasty,b
What is the central concept in Zoroastrianism?,Reincarnation,The duality of good and evil,Nirvana,Karma and Dharma,b
Which Indian ruler is credited with promoting religious tolerance and commissioning various rock-cut temples and inscriptions?,Samudragupta,Ashoka,Kanishka,Harshavardhana,b
In which year did Alexander Cunningham found the Archaeological Survey of India (ASI)?,1851,1861,1871,1881,b
What was the ancient name of present-day Patna?,Kaushambi,Pataliputra,Indraprastha,Ujjain,b
Which dynasty was associated with the development of the Brahmi script?,The Maurya Dynasty,The Gupta Dynasty,The Kushan Dynasty,The Vakataka Dynasty,a
Which scholar is known for his contributions to the field of numismatics in India?,D.C. Sircar,R.S. Sharma,A.S. Altekar,Romila Thapar,c
During whose reign did the Chinese traveler Hiuen Tsang visit India?,Chandragupta Maurya,Harshavardhana,Kanishka,Ashoka,b
"Arrange the following events in chronological order:
(A) Construction of Kandariya Mahadeva Temple
(B) Mihira Bhoja's reign
(C) Muhammad bin Qasim's invasion of India
(D) Construction of Bhojshala","C, B, D, A","B, C, A, D","A, D, C, B","D, A, B, C",a
Which of the following statements about the Pratihara dynasty is most accurate?,The Pratiharas were primarily known for their naval power in the Arabian Sea.,The Pratihara dynasty originated in Bengal and later expanded westward.,The Pratihara dynasty faced invasions from the Rashtrakutas and the Palas for control over Kannauj.,"The Pratihara rulers were patrons of Jainism, constructing numerous Jain temples.",c
"Match the following rulers with their respective dynasties:
Column I
(A) Dhangadeva
(B) Mihira Bhoja
(C) Prithviraj III

Column II
(1) Chauhan
(2) Chandela
(3) Pratihara","A-3, B-2, C-1","A-2, B-3, C-1","A-1, B-2, C-3","A-3, B-1, C-2",b
