Question,Option A,Option B,Option C,Option D,Correct Answer,Subject,Topics,Points
Which irrigation system involves water being supplied to the plant roots directly?,Surface irrigation,Sprinkler irrigation,Drip irrigation,Canal irrigation,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which of the following soils is rich in iron oxide?,Alluvial soil,Black soil,Red soil,Laterite soil,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
What is the scientific name of wheat?,Oryza sativa,Zea mays,Triticum aestivum,Glycine max,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Where is the Indian Veterinary Research Institute located?,Izatnagar,Karnal,Mathura,New Delhi,a,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which Act provides for the conservation of biological diversity in India?,"Wildlife Protection Act, 1972","Environment Protection Act, 1986","Forest Conservation Act, 1980","Biological Diversity Act, 2002",d,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
What is the main purpose of the National Afforestation Programme?,To promote industrialization,To increase agricultural production,To increase forest cover,To improve water quality,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which of the following is a Kharif crop?,Barley,Mustard,Gram,Maize,d,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
The Central Rice Research Institute (CRRI) is located in which city?,Cuttack,Kolkata,Chennai,Hyderabad,a,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which soil type is predominantly found in the river deltas and flood plains of India?,Black soil,Red soil,Alluvial soil,Laterite soil,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which state is the largest producer of sugarcane in India?,Maharashtra,Uttar Pradesh,Karnataka,Tamil Nadu,b,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
What is the Wildlife Protection Act enacted?,1972,1980,1986,2002,a,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which of the following is a major center for research on pulses in India?,Kanpur,Kolkata,Mumbai,Chennai,a,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which tree species is commonly found in mangrove forests?,Teak,Sal,Sundari,Deodar,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which type of irrigation is most suitable for uneven land surfaces?,Surface irrigation,Sprinkler irrigation,Drip irrigation,Flow irrigation,b,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
What is the main characteristic of laterite soil?,High water retention capacity,Rich in humus,Rich in iron and aluminum,High nitrogen content,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
What is the scientific name of mango?,Malus domestica,Mangifera indica,Musa paradisiaca,Citrus aurantium,b,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
The National Dairy Research Institute (NDRI) is located in:,Karnal,Anand,Izatnagar,New Delhi,a,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which of these forests are found in areas with heavy rainfall?,Thorn forests,Deciduous forests,Evergreen forests,Mangrove forests,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which method of irrigation helps in conserving water and preventing waterlogging?,Flood irrigation,Drip irrigation,Sprinkler irrigation,Surface irrigation,b,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which soil is also known as 'Regur' soil?,Alluvial soil,Red soil,Black soil,Laterite soil,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
What is the scientific name of tea?,Coffea arabica,Camellia sinensis,Theobroma cacao,Ilex paraguariensis,b,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Where is the Indian Institute of Horticultural Research located?,Lucknow,Bengaluru,Shimla,Pune,b,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which type of forest is found in the Himalayan region above 3600 meters?,Tropical evergreen forest,Temperate forest,Alpine forest,Deciduous forest,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
What is the primary source of irrigation in India?,Canals,Tanks,Wells and Tubewells,Rainwater harvesting,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which soil is formed by the process of intense leaching?,Alluvial soil,Black soil,Red soil,Laterite soil,d,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
What is the scientific name of the pigeon pea (Tur)?,Cicer arietinum,Lens culinaris,Vigna radiata,Cajanus cajan,d,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Where is the Central Tobacco Research Institute located?,Rajamundry,Kolkata,New Delhi,Chennai,a,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which tree is known as the 'King of the Forest' in India?,Teak,Sal,Sandalwood,Deodar,a,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which irrigation project is also known as the 'Lifeline of Rajasthan'?,Bhakra Nangal Project,Indira Gandhi Canal Project,Hirakud Project,Kosi Project,b,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
"Which soil is deficient in nitrogen, phosphorus, and humus?",Alluvial soil,Black soil,Red soil,Laterite soil,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
What is the scientific name of coffee?,Camellia sinensis,Coffea arabica,Theobroma cacao,Hevea brasiliensis,b,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Where is the Central Potato Research Institute located?,Shimla,Lucknow,Patna,Kolkata,a,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which natural vegetation type is found in the Western Ghats?,Tropical Evergreen Forests,Deciduous Forests,Thorn Forests,Mangrove Forests,a,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which of the following is not a method of irrigation?,Sprinkler,Drip,Reforestation,Surface,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which soil is highly fertile and ideal for growing a variety of crops?,Red soil,Black soil,Alluvial soil,Laterite soil,c,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which state is the largest producer of spices in India?,Karnataka,Kerala,Tamil Nadu,Andhra Pradesh,b,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
Which institute is responsible for research on dryland agriculture?,ICAR-CAZRI,ICAR-CRIDA,ICAR-IARI,ICAR-NDRI,b,Agriculture,"Indian soils facts, animal husbandry India, irrigiation system indian, natural vegetation india, slash burn farming india facts, indian forest facts state wise forest, research institiutes related to agriculture and forest acts",1
