Question,Option A,Option B,Option C,Option D,Correct Answer
Palli movement is related to which state?,Kerala,Andhra Pradesh,Tamil Nadu,Karnataka,c
Who attempted to assassinate Police Commissioner Charles Tegart of Calcutta?,Bhagat Singh,Gopinath Saha,Khudiram Bose,Subhas Chandra Bose,b
In which year did the Amar Jawan Jyoti start burning continuously at India Gate?,1965,1962,1971,1947,c
The residence of Lala Lajpat Rai is in which region?,Bengal,Punjab,Bihar,Bombay,b
What was the capital of British India between 1773-1911?,Delhi,Bombay,Madras,Calcutta,d
Amar Jawan Jyoti burns near India Gate in memory of soldiers martyred during which war?,Indo-China,Pak-China,Indo-Pak,World War II,b
"Match the following proposals with their respective years:

Column I:
(A) August Proposal
(B) Cripps Proposal
(C) CR Formula
(D) Wavell Plan

Column II:
(1) 1942
(2) 1945
(3) 1944
(4) 1940

Choose the correct sequence:","A-4, B-1, C-3, D-2","A-1, B-2, C-4, D-3","A-3, B-4, C-2, D-1","A-2, B-3, C-1, D-4",a
Which of the following statements is INCORRECT regarding the Gateway of India?,It was built in 1911.,It was built to commemorate the visit of King George V and Queen Mary.,It is located in Calcutta.,It was built in the Indo-Saracenic style.,c
Name one of the brothers of Nathuram Godse who were members of the RSS.,Vinayak,Narayan,Dattatreya,Madhav,c
Who built the Gateway of India to commemorate the arrival of Queen Mary?,Lord Curzon,King George V,Queen Victoria,Lord Irwin,b
Who attempted to assassinate Police Commissioner Charles Tegart?,Bhagat Singh,Gopinath Saha,Subhas Chandra Bose,Khudiram Bose,b
During which period was Calcutta the capital of British India?,1857-1947,1600-1757,1773-1911,1911-1947,c
The Amar Jawan Jyoti burns in memory of soldiers martyred during the war with which country in 1971?,China,Pakistan,Bangladesh,Myanmar,b
In what architectural style was the Gateway of India built to welcome King George V and Queen Mary?,Gothic,Indo-Saracenic,Roman,Mughal,b
Who was the architect who designed the Gateway of India in Mumbai?,Sir Herbert Baker,Sir Edwin Lutyens,George Wittet,Major James Rennell,c
In which year was New Delhi officially made the capital of India?,1927,1888,1944,1911,d
The Gateway of India was built to commemorate the visit of which royal figures?,Queen Victoria and Prince Albert,King George VI and Queen Elizabeth,King Edward VII and Queen Alexandra,King George V and Queen Mary,d
"Which building in Kolkata is a replica of the Taj Mahal, constructed by the British?",Fort William,Parliament House,Victoria Memorial,Chhatrapati Shivaji Terminus,c
"In which Indian city can the Zero Mile Stone, featuring a pillar with four sandstone horses, be found?",New Delhi,Kolkata,Mumbai,Nagpur,d
Who prepared the design for the Indian Parliament House located in New Delhi?,Major James Rennell,Shriman Narayan Agarwal,Satyendranath Tagore,Sir Edwin Lutyens and Sir Herbert Baker,d
Which village was demolished by the East India Company to make way for Fort William?,Bethlehem,Chinhat,Gobindpur,Sanchi,c
Where is the National War Memorial proposed to be built?,Nagpur,Kolkata,Mumbai,New Delhi,d
In which year was Victoria Terminus (now Chhatrapati Shivaji Terminus) built?,1911,1921,1950,1888,d
During which period was the Parliament House in Delhi constructed?,1824-1826,1950-1955,1921-1927,1944-1949,c
Who was the first Indian to join the Indian Civil Service?,Henry Lawrence,Ahmadullah Shah,Shriman Narayan Agarwal,Satyendranath Tagore,d
Who succeeded Shah Jahan Begum and provided funds for the preservation of the ancient site of Sanchi?,Mother Teresa,Sarojini Naidu,Sultan Jahan Begum,Queen Mary,c
Ahmadullah Shah defeated Henry Lawrence in which battle?,Battle of Sanchi,Battle of Gobindpur,Battle of Chinhat,Battle of Bethlehem,c
What is the birthplace of the founder of Christianity?,New Delhi,Kolkata,Bethlehem,Nagpur,c
What was the profession of freedom fighter Deshbandhu Chittaranjan Das?,Architect,Surveyor,Advocate,Ruler,c
In which year was the Missionaries of Charity founded by Mother Teresa?,1888,1911,1927,1950,d
Who is known as the Nightingale of India and played a vital role in awakening Indian women for independence?,Mother Teresa,Sultan Jahan Begum,Queen Mary,Sarojini Naidu,d
Who propounded the Gandhian Plan in 1944?,George Wittet,Henry Lawrence,Shriman Narayan Agarwal,Edwin Lutyens,c
Who started the first topographical survey in India?,Sir Herbert Baker,Satyendranath Tagore,Major James Rennell,Chittaranjan Das,c
The first Anglo-Burman war took place during which years?,1921-1927,1944-1949,1824-1826,1950-1955,c
Who designed the Gateway of India in Mumbai?,Sir Herbert Baker,Sir Edwin Lutyens,George Wittet,Major James Rennell,c
In which year was New Delhi declared the capital of India?,1944,1950,1888,1911,d
"The Victoria Memorial, a replica of the Taj Mahal, is located in which city?",Mumbai,Delhi,Kolkata,Nagpur,c
"The Zero Mile Stone, featuring a pillar with four sandstone horses, is located in which Indian city?",Delhi,Kolkata,Mumbai,Nagpur,d
Who prepared the design of the Indian Parliament House in New Delhi?,George Wittet,Major James Rennell,Sir Edwin Lutyens and Sir Herbert Baker,Shriman Narayan Agarwal,c
Which village was demolished to construct Fort William by the East India Company?,Bethlehem,Chinhat,Gobindpur,Sanchi,c
When was Victoria Terminus (now Chhatrapati Shivaji Terminus) built?,1921-1927,1911,1888,1824-1826,c
Who provided funds for the preservation of the ancient site of Sanchi?,Shah Jahan Begum,Sultan Jahan Begum,Sarojini Naidu,Mother Teresa,b
In which battle did Ahmadullah Shah defeat Henry Lawrence?,First Anglo-Burman War,Battle of Sanchi,Battle of Gobindpur,Battle of Chinhat,d
Where is the birthplace of the founder of Christianity?,New Delhi,Kolkata,Bethlehem,Nagpur,c
In which period did the first Anglo-Burman war take place?,1921-1927,1911,1888,1824-1826,d
Which structure was built in Kolkata by the British as a replica of the Taj Mahal?,Gateway of India,Indian Parliament House,Victoria Memorial,Fort William,c
"The Zero Mile Stone, featuring a pillar with four sandstone horses, is located in which city?",New Delhi,Kolkata,Mumbai,Nagpur,d
Who prepared the design for the Indian Parliament House in New Delhi?,George Wittet,Shriman Narayan Agarwal,Satyendranath Tagore,Sir Edwin Lutyens and Sir Herbert Baker,d
Fort William was built by the East India Company after demolishing which village?,Bethlehem,Chinhat,Gobindpur,Sanchi,c
In which city is the National War Memorial proposed to be built?,Kolkata,Mumbai,Nagpur,New Delhi,d
Who was the successor of Shah Jahan Begum who provided funds for the preservation of Sanchi?,Queen Mary,Mother Teresa,Sultan Jahan Begum,Sarojini Naidu,c
The Gandhian Plan of 1944 was propounded by whom?,Major James Rennell,Sir Edwin Lutyens,Shriman Narayan Agarwal,Henry Lawrence,c
In which years did the first Anglo-Burman War take place?,1921-1927,1888,1824-1826,1911,c
"Match the following historical figures with their associated landmarks/events:

Column I
(A) George Wittet
(B) Sir Edwin Lutyens
(C) Satyendranath Tagore
(D) Mother Teresa

Column II
(1) Indian Civil Service
(2) Missionaries of Charity
(3) Gateway of India
(4) Parliament House

Choose the correct sequence:","A-3, B-4, C-1, D-2","A-4, B-3, C-2, D-1","A-2, B-1, C-4, D-3","A-1, B-2, C-3, D-4",a
Which of the following statements is INCORRECT?,George Wittet designed the Gateway of India.,New Delhi became the capital in 1911.,The Parliament House construction spanned from 1921-1927.,The National War Memorial is proposed to be built in Kolkata.,d
Who was the architect responsible for designing the Gateway of India in Mumbai?,Sir Herbert Baker,Sir Edwin Lutyens,George Wittet,Major James Rennell,c
In which year did New Delhi officially become the capital of India?,1944,1888,1921,1911,d
Who were the architects who prepared the design of the Indian Parliament House in New Delhi?,George Wittet and Major James Rennell,Sir Edwin Lutyens and George Wittet,Sir Herbert Baker and Major James Rennell,Sir Edwin Lutyens and Sir Herbert Baker,d
Which village was demolished by the East India Company to construct Fort William?,Bethlehem,Chinhat,Gobindpur,Sanchi,c
When was Victoria Terminus (now Chhatrapati Shivaji Terminus) constructed?,1911,1921-1927,1888,1824-1826,c
Who was the first Indian to successfully join the Indian Civil Service?,Shriman Narayan Agarwal,Henry Lawrence,Ahmadullah Shah,Satyendranath Tagore,d
Who succeeded Shah Jahan Begum as the ruler of Bhopal and provided funds for the preservation of Sanchi?,Sarojini Naidu,Mother Teresa,Sultan Jahan Begum,Queen Mary,c
The Missionaries of Charity was founded by Mother Teresa in which year?,1888,1911,1950,1944,c
Who is known as the Nightingale of India and played a crucial role in awakening Indian women for independence?,Sultan Jahan Begum,Mother Teresa,Sarojini Naidu,Queen Mary,c
"Gandhian Plan, 1944 was propounded by whom?",Major James Rennell,Satyendranath Tagore,Shriman Narayan Agarwal,Henry Lawrence,c
When did the first Anglo-Burman war take place?,1921-1927,1911,1888,1824-1826,d
The 'Red Shirts Movement' was initiated by whom?,Khan Bahadur Khan,Khan Abdul Wali Khan,Khan Abdul Ghaffar Khan,Khan Muhammad Khan,c
Members of the Khudai Khidmatgar organization were commonly known as:,Red Flag,Red Army,Red Brigade,Red Kurti,d
Who was the first woman to hold the office of Chief Minister in an Indian state?,Sarojini Naidu,Indira Gandhi,Sucheta Kripalani,Vijayalakshmi Pandit,c
"According to historical accounts, in which year was the first national flag of India hoisted in Kolkata?",1911,1907,1905,1906,d
Which location was regarded as the nerve center of Indian nationalism during the first decade of the 20th century?,Bombay,Madras,Bengal,Delhi,c
"In 1815, who was designated as the first Surveyor General of India?",James Rennell,William Lambton,Colin Mackenzie,George Everest,c
Khan Abdul Ghaffar Khan was also known by what name?,Sher-e-Punjab,Lok Nayak,Badshah Khan,Deshbandhu,c
The title 'Frontier Gandhi' was attributed to which of the following individuals?,Mahatma Gandhi,Jawaharlal Nehru,Khan Abdul Ghaffar Khan,Sheikh Abdullah,c
Which city served as the summer capital for the British during their rule in India?,Darjeeling,Ooty,Shimla,Mussoorie,c
Who was the founder of the Swatantra Party?,Jawaharlal Nehru,Indira Gandhi,C. Rajagopalachari,Sardar Vallabhbhai Patel,c
From which century is the beginning of the modern period in India generally considered?,Sixteenth century,Seventeenth century,Eighteenth century,Nineteenth century,c
"Who, serving as the Dewan of Travancore, led a rebellion in 1808 and faced public hanging?",Raja Kesavadas,Velu Thampi,Marthanda Varma,Ayyappan Pillai,b
"The Self-Respect Movement, aimed at achieving equal rights for backward castes, was initiated by whom?",Jyotirao Phule,B.R. Ambedkar,E.V. Ramaswamy,Narayan Guru,c
Which Indian leader advocated for total revolution in India?,Mahatma Gandhi,Jawaharlal Nehru,Jayaprakash Narayan,Ram Manohar Lohia,c
"The Durand Line, defining a border, was established through an agreement signed by Abdur-Rahman and which representative of the British Raj?",Lord Curzon,Lord Dalhousie,Mr. Mortimer,Sir Cyril Radcliffe,c
Which metro city in India has retained its name since independence?,Mumbai,Chennai,Kolkata,Delhi,d
Which city in Punjab was formerly known as Ramdaspur?,Jalandhar,Ludhiana,Amritsar,Patiala,c
Which of the following is recognized as the world's highest battlefield?,Kargil,Siachen Glacier,Baltoro Glacier,Zoji La,b
Which state in Northeast India is also referred to as 'Nya-Mal-Alen' by its original inhabitants?,Arunachal Pradesh,Nagaland,Sikkim,Manipur,c
Who successfully deciphered the Brahmi and Kharosthi scripts used in ancient inscriptions?,Sir William Jones,Alexander Cunningham,James Prinsep,John Marshall,c
By what name were the members of the Khudai Khidmatgar organization popularly known?,White Kurti,Green Kurti,Red Kurti,Blue Kurti,c
In which year is it said that the first national flag of India was hoisted?,1911,1905,1906,1915,c
Which place was considered the nerve center of Indian nationalism during the first decade of the 20th century?,Bombay,Madras,Bengal,Punjab,c
"Who held the position of the first Surveyor General of India, appointed in 1815?",Warren Hastings,Lord Curzon,Colin Mackenzie,Robert Clive,c
What was Khan Abdul Ghaffar Khan also known as?,Sher-e-Punjab,Lok Nayak,Badshah Khan,Deshbandhu,c
What was the summer capital of British India?,Darjeeling,Nainital,Shimla,Mussoorie,c
From which century is the beginning of the modern period in India considered?,Sixteenth century,Seventeenth century,Eighteenth century,Nineteenth century,c
"Who, as the Dewan of Travancore, led a rebellion in 1808 and faced public hanging?",Tipu Sultan,Hyder Ali,Velu Thampi,Maratanda Varma,c
"The Self-Respect Movement, aimed at equal rights for backward castes, was initiated by whom?",Jyotirao Phule,B.R. Ambedkar,E.V. Ramaswamy,Mahatma Gandhi,c
Who advocated for total revolution in India?,Ram Manohar Lohia,Indira Gandhi,Jayaprakash Narayan,Vinoba Bhave,c
The Durand Line agreement was signed between Abdur-Rahman and whose representative of the British Raj?,Lord Curzon,Lord Dalhousie,Mr. Mortimer,Lord Mountbatten,c
Which metro city's name has remained unchanged since India's independence?,Mumbai,Chennai,Delhi,Kolkata,c
Which location is known as the highest battlefield in the world?,Kargil,Siachen Glacier,Baltoro Glacier,Zojila Pass,b
Which state of Northeast India is also referred to as 'Nya-Mal-Alen' by its original inhabitants?,Assam,Manipur,Sikkim,Nagaland,c
Who deciphered the Brahmi and Kharosthi scripts used for earlier inscriptions?,Alexander Cunningham,John Marshall,James Prinsep, दयाराम साहनी,c
The 'Red Shirts Movement' was initiated by which individual?,Sucheta Kripalani,Khan Abdul Ghaffar Khan,C. Rajagopalachari,E.V.Ramaswamy,b
Who was the first woman to hold the position of Chief Minister in an Indian state?,Indira Gandhi,Sarojini Naidu,Sucheta Kripalani,Vijayalakshmi Pandit,c
In which city is it believed that the first national flag of India was hoisted in 1906?,Delhi,Bombay,Calcutta,Madras,c
Khan Abdul Ghaffar Khan was also known as:,Mahatma Gandhi,Frontier Gandhi,Deshbandhu,Lokmanya,b
Which city served as the summer capital for the British?,Darjeeling,Shimla,Ooty,Nainital,b
Who founded the Swatantra Party?,Jawaharlal Nehru,Indira Gandhi,C. Rajagopalachari,Sardar Patel,c
The modern period in India is generally considered to have begun in which century?,Sixteenth century,Seventeenth century,Eighteenth century,Nineteenth century,c
"Velu Thampi, who led a rebellion in 1808 and was publicly hanged, was the Dewan of which place?",Mysore,Travancore,Cochin,Madras,b
"The Self-Respect Movement, aimed at equal rights for backward castes, was started by:",Mahatma Gandhi,B.R. Ambedkar,E.V. Ramaswamy,Jyotirao Phule,c
Who advocated for a total revolution in India?,Indira Gandhi,Jawaharlal Nehru,Jayaprakash Narayan,Ram Manohar Lohia,c
"The Durand Line, established by an agreement signed by Abdur-Rahman and a British representative, was signed with Mr. _______.",Lord Curzon,Lord Mountbatten,Mortimer,Wellesley,c
The city in Punjab formerly known as Ramdaspur is:,Chandigarh,Ludhiana,Amritsar,Jalandhar,c
Which of the following is known as the highest battlefield in the world?,Kargil,Siachen Glacier,Drass,Baltistan,b
Which state in Northeast India is also called 'Nya-Mal-Alen' by its original inhabitants?,Arunachal Pradesh,Meghalaya,Sikkim,Nagaland,c
In which city was the first national flag of India reportedly hoisted in 1906?,Delhi,Mumbai,Kolkata,Chennai,c
Who was appointed as the first Surveyor General of India in 1815?,James Prinsep,Lord Curzon,Colin Mackenzie,Warren Hastings,c
The title 'Frontier Gandhi' was given to whom?,Mahatma Gandhi,Jawaharlal Nehru,Khan Abdul Ghaffar Khan,Sardar Vallabhbhai Patel,c
What was the summer capital of the British during their rule in India?,Delhi,Kolkata,Shimla,Mumbai,c
"Who, as the Dewan of Travancore, led a rebellion in 1808 and was publicly hanged?",Tipu Sultan,Velu Thampi,Hyder Ali,Ranjit Singh,b
"The Self-Respect Movement, aimed at creating a society where backward castes enjoy equal human rights, was started by:",Mahatma Gandhi,B.R. Ambedkar,E.V. Ramaswamy,Jyotirao Phule,c
"The Durand Line was established through an agreement signed by Abdur-Rahman and the British Raj's representative, Mr. ________.",Lord Curzon,Lord Mountbatten,Mortimer,Wavell,c
Who successfully deciphered the Brahmi and Kharosthi scripts used for earlier inscriptions?,Alexander Cunningham,John Marshall,James Prinsep,Robert Sewell,c
In which year was the Dowry Prohibition Act enacted?,1951,1971,1961,1941,c
"The Ashokan inscriptions, written in the Brahmi script, were deciphered in which year?",1737,1847,1837,1747,c
In which city was the East India Association formed in 1866?,Calcutta,Bombay,Delhi,London,d
The 'pledge movement' started by the Indian Social Conference aimed at:,Promoting widow remarriage,Prohibiting child marriage,Encouraging inter-caste marriage,Abolishing the caste system,b
Who was the first Indian member of the British Parliament?,Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Sardar Vallabhbhai Patel,c
In what year was the Child Marriage Restraint Act passed?,1939,1919,1929,1909,c
Who established the Archaeological Survey of India in 1861?,Lord Curzon,John Marshall,Alexander Cunningham,James Prinsep,c
Where is Vivekananda Rock Memorial located?,Chennai,Kanyakumari,Mumbai,Kochi,b
"Until 1972, which Indian state was known as the North East Frontier Agency?",Assam,Manipur,Arunachal Pradesh,Nagaland,c
"Veerapandya Kattabomman, an 18th-century freedom fighter, was from which present-day state?",Kerala,Karnataka,Andhra Pradesh,Tamil Nadu,d
Which region became a Union Territory of India in 1954 after 280 years of French rule?,Goa,Daman and Diu,Puducherry,Chandigarh,c
In which year was the battle of Saragarhi fought?,1907,1857,1897,1917,c
"Savitribai Phule, a veteran freedom fighter and social reformer, was from which Indian state?",Gujarat,Rajasthan,Maharashtra,Madhya Pradesh,c
In what year was Sanchi rediscovered after being abandoned for about 600 years?,1718,1828,1818,1728,c
On which date was the Indus Water Treaty signed between India and Pakistan?,"September 16, 1960","September 29, 1960","September 19, 1960","September 26, 1960",c
Who gave us the CR formula?,Jawaharlal Nehru,Mahatma Gandhi,C. Rajagopalachari,Sardar Vallabhbhai Patel,c
"Who addressed the Parliament after Jawaharlal Nehru at midnight on August 15, 1947?",Indira Gandhi,Rajendra Prasad,Sarvepalli Radhakrishnan,Lal Bahadur Shastri,c
Who was the first Deputy Prime Minister of India after independence?,Jawaharlal Nehru,Lal Bahadur Shastri,Sardar Vallabhbhai Patel,Indira Gandhi,c
"Kala Bhavan, an institution for visual arts, established in 1919, is located in which state?",Maharashtra,West Bengal,Gujarat,Tamil Nadu,b
Who was the founder of the East India Association?,Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Sardar Vallabhbhai Patel,c
The 'pledge movement' initiated by the Indian Social Conference aimed at:,Promoting widow remarriage,Prohibiting child marriage,Encouraging inter-caste marriage,Abolishing untouchability,b
In which year was the Child Marriage Restraint Act passed?,1935,1929,1947,1950,b
Vivekananda Rock Memorial is located in:,Rameshwaram,Kanyakumari,Chennai,Mumbai,b
Which Indian state was formerly known as the North East Frontier Agency?,Assam,Manipur,Arunachal Pradesh,Nagaland,c
"Savitribai Phule, a freedom fighter and social reformer, was from which state?",Gujarat,Rajasthan,Maharashtra,Madhya Pradesh,c
In which year was Sanchi rediscovered after being abandoned for about 600 years?,1792,1818,1857,1901,b
On what date was the Indus Water Treaty signed between India and Pakistan?,"August 15, 1947","January 26, 1950","September 19, 1960","December 16, 1971",c
"Who addressed the Parliament after Jawaharlal Nehru on August 15, 1947?",Indira Gandhi,Rajendra Prasad,Sarvepalli Radhakrishnan,Lal Bahadur Shastri,c
"In which state is Kala Bhavan, established in 1919, located?",Maharashtra,West Bengal,Tamil Nadu,Kerala,b
What was the objective of the 'pledge movement' started by the Indian Social Conference?,Promoting widow remarriage,Prohibiting child marriage,Encouraging inter-caste marriage,Abolishing Sati,b
Which Indian state was known as the North East Frontier Agency until 1972?,Assam,Manipur,Arunachal Pradesh,Nagaland,c
After how many years of French rule did Puducherry become a Union Territory of India in 1954?,250,300,280,320,c
"Savitribai Phule, a veteran freedom fighter and social reformer, is from which state of India?",Gujarat,Rajasthan,Maharashtra,Madhya Pradesh,c
In which year was Sanchi discovered after being abandoned for about 600 years?,1828,1808,1818,1838,c
"Kala Bhavan, a renowned institution for education and research in visual arts, is located in which state?",Odisha,West Bengal,Bihar,Assam,b
Who formed the East India Association in London in 1866?,Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Sardar Vallabhbhai Patel,c
The 'pledge movement' was started by the Indian Social Conference with what objective?,Promoting widow remarriage,Prohibiting child marriage,Encouraging inter-caste marriage,Promoting women's education,b
The Archaeological Survey of India was established by whom in 1861?,John Marshall,Robert Clive,Alexander Cunningham,Lord Curzon,c
Vivekananda Rock Memorial is located in which city?,Chennai,Mumbai,Kanyakumari,Kochi,c
Sanchi was discovered in which year after being abandoned for about 600 years?,1828,1808,1818,1798,c
"Kala Bhavan, established in 1919, is located in which state?",Odisha,Bihar,West Bengal,Assam,c
Who was the founder of the Andhra Mahila Sabha?,Satyendranath Tagore,Durgabai Deshmukh,Abraham Lincoln,Plato,b
Which of the following events occurred in 1942?,Simon Commission visits India,Chauri Chauri incident,Cripps Mission's visit to India,Jallianwala Bagh massacre,c
In what year did the United States enter World War II?,1918,1941,1945,1920,b
Abraham Lincoln is associated with which of the following?,The French Revolution,The end of slavery in America,The Russo-Japanese War,The establishment of the UN,b
Trafalgar Square is located in which city?,Paris,Mumbai,Versailles,London,d
With which country does the world associate the word 'Holocaust'?,Russia,France,Germany,Iran,c
The Palace of Versailles is located near which capital city?,London,Mumbai,Paris,Alaska,c
The statement “Man's greed is the effective cause of crime” is attributed to whom?,Abraham Lincoln,Satyendranath Tagore,Durgabai Deshmukh,Plato,d
In which city is the 'Gateway of India' located?,London,Mumbai,Paris,Berlin,b
Which state of the United States was formerly a part of Russia?,Persia,Bangladesh,Alaska,Germany,c
What is the ancient name of Iran?,Alaska,Persia,Germany,London,b
On what date does Bangladesh celebrate its Independence Day?,August 8,August 1,April 6,26 March,d
The UN was established as the successor to the League of Nations immediately after which event?,The French Revolution,World War I,Russo-Japanese War,World War II,d
Who was the first Indian to be selected in the ICS?,Abraham Lincoln,Durgabai Deshmukh,Satyendranath Tagore,Plato,c
What was the forerunner of the Indian National Congress?,League of Nations,Indian Association,Andhra Mahila Sabha,United Nations,b
Arrange the following events in chronological order: (1) Chauri Chaura incident (2) Cripps Mission's visit to India (3) Jallianwala Bagh massacre (4) Simon Commission visits India,3-1-4-2,1-3-2-4,4-2-1-3,2-4-3-1,a
Which of the following is the correct chronological sequence of events: (1) Quit India Movement (2) Non-cooperation movement (3) Civil disobedience movement (4) Jallianwala Bagh Massacre,4-2-3-1,2-4-1-3,3-1-2-4,1-2-3-4,a
"Match the following events with their respective dates:
Column I
(A) Jallianwala Bagh Massacre
(B) Non-cooperation movement
(C) Civil disobedience movement
(D) Quit India Movement
Column II
(1) August 8, 1942
(2) April 13, 1919
(3) April 6, 1930
(4) August 1, 1920","A-2, B-4, C-3, D-1","A-1, B-2, C-3, D-4","A-4, B-3, C-2, D-1","A-3, B-1, C-4, D-2",a
Which of the following statements is INCORRECT regarding historical events?,"The First World War ended on November 11, 1918.",The French Revolution took place in 1789 AD.,The Russo-Japanese War took place in 1904–05.,The United Nations was established in 1941.,d
Arrange the following events in chronological order:,"Jallianwala Bagh massacre, Simon Commission visits India, Chauri Chauri incident, Cripps Mission's visit to India","Jallianwala Bagh massacre, Chauri Chauri incident, Simon Commission visits India, Cripps Mission's visit to India","Simon Commission visits India, Cripps Mission's visit to India, Jallianwala Bagh massacre, Chauri Chauri incident","Cripps Mission's visit to India, Simon Commission visits India, Chauri Chauri incident, Jallianwala Bagh massacre",b
"Match the following events with their dates:

Column I
(A) Jallianwala Bagh Massacre
(B) Non-cooperation movement
(C) Civil disobedience movement
(D) Quit India Movement

Column II
(1) August 8, 1942
(2) April 13, 1919
(3) August 1, 1920
(4) April 6, 1930","A-2, B-3, C-4, D-1","A-3, B-2, C-1, D-4","A-4, B-1, C-2, D-3","A-1, B-4, C-3, D-2",a
Which of the following events greatly influenced the Indian national movement in the early twentieth century?,French Revolution,World War II,Russo-Japanese War,World War I,c
In which year did the United States enter World War II?,1904,1918,1941,1789,c
In which year did the French Revolution take place?,1941 AD,1918 AD,1789 AD,1945 AD,c
Who created the end of slavery in America?,Plato,Durgabai Deshmukh,Satyendranath Tagore,Abraham Lincoln,d
Where is Trafalgar Square located?,Paris,Mumbai,London,Versailles,c
Which country is most associated with the word 'Holocaust'?,Russia,France,Germany,Iran,c
Near which city is the capital of France located?,London,Mumbai,Versailles,Paris,d
Who stated that “Man's greed is the effective cause of crime.”?,Abraham Lincoln,Satyendranath Tagore,Durgabai Deshmukh,Plato,d
