Question,Option A,Option B,Option C,Option D,Correct Answer,Subject,Topics,Points
Which report is associated with the Montagu-Chelmsford Reforms?,Hunter Report,Simon Report,Rowlatt Report,Dyarchy Report,d,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Who is known as the 'Father of Modern Education' in India?,Lord Curzon,Lord William Bentinck,Charles Grant,Warren Hastings,c,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
In which year was the Woods Despatch issued?,1835,1854,1882,1904,b,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Who established the Muhammadan Anglo-Oriental College?,Justice Ameer Ali,Syed Ahmed Khan,Badruddin Tyabji,Muhammad Iqbal,b,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Which Governor-General abolished Sati in India?,Lord Dalhousie,Lord Curzon,Lord William Bentinck,Lord Canning,c,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Who started the newspaper 'The Bengalee'?,Surendranath Banerjee,Girish Chandra Ghosh,Sisir Kumar Ghosh,Motilal Ghosh,a,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
"Which commission recommended the establishment of universities in Calcutta, Bombay, and Madras?",Hunter Commission,Radhakrishnan Commission,Woods Despatch,Sadler Commission,c,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Who was the founder of the newspaper 'Amrita Bazar Patrika'?,Surendranath Banerjee,Sisir Kumar Ghosh,Motilal Ghosh,Girish Chandra Ghosh,b,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Which of the following Acts is also known as the Anarchical and Revolutionary Crimes Act?,Indian Councils Act 1909,Government of India Act 1919,Rowlatt Act,Ilbert Bill,c,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Who was the first Governor-General of India?,Warren Hastings,Lord Canning,Lord William Bentinck,Lord Dalhousie,a,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
In which year was the Aligarh Muslim University established?,1857,1875,1920,1947,c,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
The Vernacular Press Act was passed during the tenure of which Viceroy?,Lord Lytton,Lord Ripon,Lord Curzon,Lord Dalhousie,a,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Who advocated for a 'Scientific Society' to promote modern education among Muslims?,Justice Ameer Ali,Syed Ahmed Khan,Muhammad Iqbal,Abul Kalam Azad,b,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Who was the Governor-General when the Permanent Settlement was introduced?,Lord Cornwallis,Warren Hastings,Lord Wellesley,Lord William Bentinck,a,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
Who founded the 'Tattvabodhini Sabha'?,Debendranath Tagore,Keshab Chandra Sen,Ram Mohan Roy,Rabindranath Tagore,a,Indian National Movement,"Arrival of Europeans in India Portuguese Dutch French British settlements and expansion latest exam questions 2025-2026, Anglo Mysore Wars Haider Ali Tipu Sultan important facts and treaty based questions, Anglo Maratha Wars Maratha Confederacy decline and administrative system questions, British Expansion Policies Subsidiary Alliance Doctrine of Lapse important governor general policies, Regulating Act Pitts India Act Charter Acts constitutional development questions, Governor General and Viceroy reforms and administrative contributions factual questions, Economic Impact of British Rule Drain Theory land revenue systems deindustrialization questions, Permanent Settlement Ryotwari Mahalwari system comparison based questions, Development of Railways Post Telegraph modern infrastructure under British rule questions, Growth of Modern Education Woods Despatch Hunter Commission Sadler Commission questions, Rise of Press Important Newspapers founders and years one liner questions, Social and Religious Reform Movements 19th century important founders and objectives, Brahmo Samaj Arya Samaj Ramakrishna Mission Theosophical Society factual questions, Aligarh Movement and Muslim Reform Movement important personalities and institutions, Revolt of 1857 causes centers leaders consequences latest pattern questions, Peasant Tribal and Labour Movements important revolts and leaders exam focused questions, Formation of Indian National Congress moderate extremist phase Surat split questions, Swadeshi Movement Partition of Bengal impact and leaders important facts, Muslim League formation Lucknow Pact Home Rule Movement factual questions, Rowlatt Act Jallianwala Bagh Massacre important commission and report questions, Non Cooperation Movement Civil Disobedience Movement Salt Satyagraha questions, Round Table Conferences Gandhi Irwin Pact Poona Pact related questions, Government of India Act 1919 and 1935 important provisions comparison questions, Quit India Movement Azad Hind Fauj INA Trials Subhash Chandra Bose questions, Transfer of Power Cabinet Mission Mountbatten Plan Indian Independence Act questions",1
