Question,Option A,Option B,Option C,Option D,Correct Answer
What is the approximate value of Escape Velocity from Earth's surface?,1.12 km/second,112 km/second,11.2 km/second,1.2 km/second,c
"If Earth's gravitational force disappears suddenly, what will happen to an object's weight?",The weight will increase,The weight will become zero,The weight will remain the same,The weight will decrease slightly,b
Why do pendulum clocks typically run slower in summer?,Due to decrease in temperature,Due to increase in humidity,Due to the decrease in the length of the pendulum,Due to the increase in the length of the pendulum,d
What is the approximate height of a Geo-stationary Satellite above Earth?,"3,600 km","360,000 km","36,000 km","3,600,000 km",c
Where on Earth is the weight of an object typically at its maximum?,At the Equator,At the Tropics,At the Poles,At Sea Level,c
Which of the following is the primary reason for the spherical shape of a raindrop?,Gravity,Viscosity,Surface Tension,Air Pressure,c
Who formulated the Universal Law of Gravitation?,Einstein,Archimedes,Newton,Galileo,c
Why do pendulum clocks slow down during summer?,Due to the decrease in the length of the pendulum.,Due to the decrease in temperature.,Due to the increase in the length of the pendulum.,Due to the increase in atmospheric pressure.,c
What causes the spherical shape of a raindrop?,Viscosity,Gravitational Force,Surface Tension,Atmospheric Pressure,c
Which of Newton's laws is also known as the 'Law of Inertia'?,Second Law,Third Law,First Law,Law of Gravitation,c
What is the primary reason for the spherical shape of raindrops?,Viscosity,Archimedes Principle,Gravity,Surface Tension,d
Why does oil spread on the surface of water?,Because the density of oil is higher than that of water.,Because the surface tension of oil is greater than that of water.,Because the surface tension of oil is less than that of water.,Because the viscosity of oil is higher than that of water.,c
Kerosene rises up in the wick due to which phenomenon?,Osmosis,Diffusion,Capillarity,Viscosity,c
How does the pressure inside a soap bubble compare to atmospheric pressure?,It is equal.,It is lower.,It is higher.,It fluctuates.,c
At what temperature is the density of water maximum?,0°C,100°C,4°C,25°C,c
What happens when a ship enters the sea from a river?,It sinks a little.,It remains at the same level.,It rises a little.,It capsizes.,c
Why does ink start leaking from a pen while traveling in an airplane?,Due to an increase in atmospheric pressure.,Due to a decrease in temperature.,Due to an increase in atmospheric humidity.,Due to a decrease in atmospheric pressure.,d
What is the reason for clouds floating in the atmosphere?,Their high Density.,Their low Density.,Their high temperature.,Their high pressure.,b
What is the normal temperature of the human body in Fahrenheit?,37°F,100°F,98.6°F,212°F,c
At what temperature are the values of Celsius and Fahrenheit scales equal?,0°,100°,-40°,40°,c
What happens to the boiling point of water when salt is added to it?,The Boiling Point decreases.,The Boiling Point remains the same.,The Boiling Point increases.,The water freezes.,c
Which metal is the best conductor of heat?,Aluminum,Copper,Iron,Silver,d
"To keep a beverage at the same temperature in a thermos bottle, whose layer is applied to its walls?",Copper layer,Aluminum layer,Silver layer,Iron layer,c
What is the main use of sweat?,To provide Vitamin D.,To regulate body temperature.,To remove toxins.,To provide moisture.,b
Why does food cook faster in a pressure cooker?,The pressure cooker uses less energy.,The boiling point of water decreases due to high pressure.,The boiling point of water increases due to high pressure.,The food absorbs more nutrients.,c
What causes clouds to float in the atmosphere?,High density,Low pressure,High temperature,Low density,d
What layer is applied to the walls of a thermos bottle to maintain the temperature of a beverage?,Copper layer,Aluminum layer,Silver layer,Plastic layer,c
What is the primary function of sweat in the human body?,To provide hydration,To remove toxins,To regulate body temperature,To provide lubrication,c
"According to the text, what causes oil to spread on the surface of water?",The surface tension of oil is greater than that of water,The density of oil is higher than that of water,The surface tension of oil is less than that of water,The viscosity of oil is higher than that of water,c
What phenomenon explains the rise of kerosene in a lamp wick?,Osmosis,Adhesion,Capillarity,Viscosity,c
At what temperature does water attain its maximum density?,0°C,100°C,4°C,25°C,c
Why does ink leak from a pen during air travel?,Increase in air pressure,Decrease in temperature,Decrease in atmospheric pressure,Increase in humidity,c
Which metal demonstrates the highest thermal conductivity?,Copper,Aluminum,Silver,Iron,c
At what temperature do Celsius and Fahrenheit scales have the same value?,0°,100°,40°,-40°,d
What is the nature of sound waves?,Transverse electromagnetic waves,Longitudinal electromagnetic waves,Transverse mechanical waves,Longitudinal mechanical waves,d
In which medium is the speed of sound the highest?,Air,Water,Steel,Vacuum,c
Why is it impossible for two individuals to hear each other on the Moon's surface?,Due to high gravitational force,Because of the presence of excessive radiation,Because there is no atmosphere there,Due to extremely low temperatures,c
What is the standard sound level considered safe for human hearing?,100 Decibels (dB),80 Decibels (dB),40 Decibels (dB),60 Decibels (dB),d
What is the frequency range of Ultrasonic Waves?,"Less than 20,000 Hertz (Hz)",More than 20 Hertz (Hz),"More than 20,000 Hertz (Hz)",Less than 20 Hertz (Hz),c
Which type of waves do bats utilize for navigation in darkness?,Infrared waves,Radio waves,Ultrasonic waves,Microwaves,c
What approximate distance must exist between a listener and a reflecting surface for a distinct Echo to be heard?,34 meters,10 meters,17 meters,5 meters,c
What is the dual nature of light radiation?,Liquid and Gas,Solid and Liquid,Wave and Solid,Wave and Particle,d
What is the speed of light in a vacuum?,3×10^5 meters/second,3×10^10 meters/second,3×10^8 meters/second,3×10^6 meters/second,c
The sky appears blue due to which phenomenon?,Reflection of light,Refraction of light,Diffraction of light,Scattering of light,d
Why does the Sun appear red during sunrise and sunset?,Because the scattering of blue color is the least,Because the absorption of red color is the most,Because the scattering of red color is the least,Because the absorption of blue color is the most,c
Which type of mirror is commonly used as a 'Rear view mirror' in vehicles?,Plane Mirror,Concave Mirror,Convex Mirror,Parabolic Mirror,c
Which type of mirror is typically used for shaving purposes?,Plane Mirror,Convex Mirror,Concave Mirror,Cylindrical Mirror,c
Which type of lens is used to correct Myopia (Nearsightedness)?,Convex Lens,Cylindrical Lens,Bifocal Lens,Concave Lens,d
Why is it impossible for two individuals to communicate audibly on the Moon's surface?,Due to the Moon's weak gravitational field.,Because the Moon's surface absorbs sound.,Because there is no atmosphere there.,Due to high levels of background radiation.,c
"According to the text, what is the standard sound level (noise limit) considered safe for humans?",120 Decibels (dB),80 Decibels (dB),60 Decibels (dB),40 Decibels (dB),c
"According to the text, what is the recognized nature of light radiations?",Purely wave-like,Purely particle-like,Like both Wave and Particle (Dual Nature),Neither wave nor particle,c
Why does the sky exhibit a blue coloration?,Due to Absorption of light,Due to Reflection of light,Due to Diffraction of light,Due to Scattering of light,d
Which type of mirror is typically employed as a 'Rear view mirror' in vehicles?,Plane Mirror,Concave Mirror,Convex Mirror,Parabolic Mirror,c
What kind of mirror is generally preferred for shaving purposes?,Convex Mirror,Plane Mirror,Concave Mirror,Cylindrical Mirror,c
"According to the text, what is considered the standard sound level for humans, measured in decibels?",120 dB,30 dB,60 dB,90 dB,c
"Approximately, what is the minimum distance required between a listener and a reflecting surface to clearly hear an echo?",34 meters,10 meters,17 meters,5 meters,c
What is the described nature of light radiations?,Purely wave-like,Purely particle-like,Like both Wave and Particle (Dual Nature),Neither wave nor particle,c
"According to the text, what causes the sky to appear blue?",Absorption of light,Reflection of light,Refraction of light,Scattering of light,d
Sound waves are classified as which type of waves?,Transverse electromagnetic waves,Longitudinal mechanical waves,Transverse mechanical waves,Longitudinal electromagnetic waves,b
In which of the following media does sound travel at the highest speed?,Air,Water,Steel,Vacuum,c
What decibel level is generally accepted as the standard sound level for human beings?,100 dB,80 dB,60 dB,120 dB,c
Light radiations exhibit which of the following properties?,Wave nature only,Particle nature only,Dual Nature (Wave and Particle),Neither Wave nor Particle,c
Which type of lens is utilized to correct Hypermetropia?,Concave Lens,Cylindrical Lens,Convex Lens,Plano-Convex Lens,c
The phenomenon of mirage formation is primarily attributed to:,Refraction of Light,Diffraction of Light,Total Internal Reflection of Light,Dispersion of Light,c
Optical Fiber technology operates on the principle of:,Refraction,Diffraction,Total Internal Reflection,Polarization,c
The primary reason for the brilliance and shine of a diamond is:,Refraction of light,Dispersion of light,Total Internal Reflection,High refractive index,c
An air bubble submerged in water behaves optically like a:,Convex Lens,Prism,Concave Lens,Convex Mirror,c
The image formed on the retina of the human eye is characterized as:,Virtual and Erect,Real and Erect,Virtual and Inverted,Real and Inverted,d
Rainbow formation is a result of which combination of optical phenomena?,Reflection and Diffraction,Refraction and Interference,"Reflection, Refraction, and Dispersion","Diffraction, Interference and Polarization",c
Red light is commonly used for danger signals because:,Its wavelength is the shortest,It is easily diffracted,Its scattering is the least,It is the most intense,c
Which of the following sets constitutes the primary colors?,"Red, Yellow, Blue","Cyan, Magenta, Yellow","Red, Green, Blue","Red, Yellow, Green",c
The color of a star is indicative of its:,Size,Distance from Earth,Temperature,Mass,c
Which modulation technique is employed for transmitting audio signals in television broadcasting?,Amplitude Modulation (AM),Phase Modulation (PM),Frequency Modulation (FM),Pulse Code Modulation (PCM),c
The filament of an electric bulb is typically made of:,Copper,Aluminum,Tungsten,Nichrome,c
What type of gas is commonly used to fill electric bulbs?,Oxygen,Carbon Dioxide,Argon,Hydrogen,c
"In artificial satellites, electrical energy is primarily derived from:",Batteries,Fuel Cells,Nuclear Reactors,Solar Cells,d
A transformer is principally used to:,Convert AC to DC voltage,Convert DC to AC voltage,Step up or step down AC voltage,Regulate DC voltage,c
Which type of lens is employed to rectify Hypermetropia (Farsightedness)?,Concave Lens,Cylindrical Lens,Convex Lens,Bifocal Lens,c
What phenomenon underlies the creation of a Mirage?,Refraction of light,Diffraction of light,Total Internal Reflection of light,Scattering of light,c
On what principle does the functionality of Optical Fiber depend?,Refraction,Dispersion,Interference,Total Internal Reflection,d
What causes a diamond to exhibit its characteristic shine?,Refraction of light,Reflection of light,Dispersion of light,Total Internal Reflection,d
An air bubble submerged in water behaves similarly to which type of lens?,Convex Lens,Plano-convex Lens,Concave Lens,Cylindrical Lens,c
What kind of image is projected onto the retina of the human eye?,Virtual and Erect,Real and Erect,Virtual and Inverted,Real and Inverted,d
Which combination of phenomena results in the formation of a Rainbow?,Interference and Diffraction,Polarization and Diffraction,"Reflection, Refraction, and Dispersion of light",Only Refraction and Reflection,c
Identify the primary colors.,"Red, Yellow, Blue","Cyan, Magenta, Yellow","Red, Green, Blue","Red, Yellow, Green",c
What property of a star does its color indicate?,Its Size,Its Distance,Its Temperature,Its Density,c
Which technology facilitates the transmission of audio signals in Television (TV) broadcasting?,Amplitude Modulation (AM),Pulse Code Modulation (PCM),Frequency Modulation (FM),Phase Modulation (PM),c
What material is used to create the filament of an electric bulb?,Copper,Aluminum,Silver,Tungsten,d
Which gas is typically used to fill the inside of an electric bulb?,Oxygen,Carbon Dioxide,Hydrogen,Argon (or Nitrogen),d
What serves as the power source for electrical energy in an artificial satellite?,Batteries,Nuclear Reactors,Solar Cells,Fuel Cells,c
What is the fundamental purpose of a Transformer?,To convert AC to DC voltage,To amplify AC current,To step up or step down AC voltage,To regulate frequency of AC voltage,c
The apparent shininess of a diamond is primarily due to:,Refraction,Reflection,Dispersion,Total Internal Reflection,d
Red light is used as a danger signal because:,It is easily diffracted,Its scattering is the least,It is easily absorbed,It is the most intense color,b
Which of the following are considered Primary Colors?,"Red, Yellow, Blue","Red, Yellow, Green","Red, Green, Blue","Yellow, Green, Blue",c
The color of a star provides information about its:,Size,Distance from Earth,Temperature,Density,c
A Transformer is primarily utilized for:,Converting AC to DC voltage,Converting DC to AC voltage,Stepping up or stepping down AC voltage,Regulating DC voltage,c
Optical Fiber operates based on which principal property of light?,Refraction,Diffraction,Polarization,Total Internal Reflection,d
What causes a diamond to exhibit a shiny appearance?,Refraction of Light,Diffraction of Light,Total Internal Reflection,Polarization of Light,c
Why is red light commonly employed for danger signals?,It is the most refracted color,It has the highest velocity,Its scattering is the least,It is the easiest color to produce,c
What characteristic of a star is indicated by its color?,Its Density,Its Temperature,Its Size,Its Distance from Earth,b
The filament of an electric bulb is manufactured using which material?,Copper,Aluminum,Silver,Tungsten,d
Which gas is commonly used to fill the interior of an electric bulb?,Oxygen,Carbon Dioxide,Hydrogen,Argon (or Nitrogen),d
What is the primary function of a Transformer?,To convert DC voltage to AC voltage,To rectify AC voltage to DC voltage,To regulate current in a circuit,To step up or step down (Up or Down) AC voltage,d
Fuse wires used in homes are typically composed of an alloy of which two metals?,Copper and Zinc,Iron and Carbon,Tin and Lead,Aluminum and Silver,c
Which of the following devices is designed to convert electrical energy into mechanical energy?,Dynamo,Transformer,Electric Motor,Rectifier,c
A dynamo is responsible for converting which form of energy into electrical energy?,Chemical energy,Nuclear energy,Mechanical energy,Light energy,c
The filament in a 'Halogen Lamp' is made of which alloy?,Copper and Aluminum,Tungsten and Sodium,Silver and Gold,Nickel and Chromium,b
What does the acronym CFL stand for?,Charged Fluorescent Light,Compact Filament Lamp,Compact Fluorescent Lamp,Conductor Fluorescent Light,c
"In physics, what quantity does the unit 'Ohm' measure?",Electric Current,Electric Potential,Electrical Resistance,Electric Power,c
What is considered the primary cause of Earth's magnetic field?,Solar winds,Gravitational forces,Circulating currents inside the Core,Atmospheric pressure,c
What type of device is a typical mobile charger?,A Step-up Transformer,An Inverter,A Step-down Transformer,A Rectifier,c
On which fundamental principle is the Atom Bomb based?,Nuclear Fusion,Chemical Reaction,Nuclear Fission,Chain Reaction,c
The Hydrogen Bomb operates based on which principle?,Nuclear Decay,Nuclear Fission,Nuclear Fusion,Chemical Explosion,c
What process primarily generates the Sun's energy?,Chemical Combustion,Nuclear Fission,Nuclear Fusion,Gravitational Collapse,c
Which nuclear fuel is abundantly available in India?,Uranium,Plutonium,Thorium,Radium,c
Which of the following materials are used as a Moderator in a nuclear reactor?,Aluminum and Zinc,Heavy Water (D2O) and Graphite,Copper and Iron,Lead and Tin,b
What quantity is measured by the unit 'Curie'?,Electric Current,Radioactivity,Voltage,Resistance,b
Fuse wires used in homes are typically made of an alloy of which elements?,Copper and Zinc,Iron and Carbon,Tin and Lead,Aluminum and Silver,c
Which device is responsible for converting electrical energy into mechanical energy?,Dynamo,Electric Motor,Transformer,Generator,b
A dynamo performs which of the following energy conversions?,Chemical to Electrical,Electrical to Mechanical,Mechanical to Electrical,Heat to Electrical,c
What does the abbreviation CFL stand for?,Charged Fluorescent Light,Compact Filament Lamp,Compact Fluorescent Lamp,Circular Fluorescent Light,c
In what unit is Electrical Resistance measured?,Ampere,Volt,Ohm,Watt,c
On what principle does the Atom Bomb operate?,Nuclear Fusion,Chemical Reaction,Nuclear Fission,Chain Reaction,c
The Hydrogen Bomb is based on which of the following principles?,Nuclear Fission,Chemical Reaction,Nuclear Fusion,Radioactive Decay,c
What is the primary source of the Sun's energy?,Chemical Reactions,Nuclear Fission,Nuclear Fusion,Gravitational Collapse,c
What is the unit of measurement for Radioactivity?,Pascal,Curie,Hertz,Joule,b
Which device transforms electrical energy into mechanical energy?,Dynamo,Electric Motor,Transformer,Generator,b
A dynamo is a device that converts:,Electrical energy into chemical energy,Chemical energy into electrical energy,Mechanical energy into electrical energy,Electrical energy into mechanical energy,c
The abbreviation CFL stands for:,Charged Fluorescent Light,Compact Fluorescent Lamp,Combined Filament Lamp,Capacitive Fluorescent Light,b
The unit of Electrical Resistance is:,Watt,Ampere,Volt,Ohm,d
The Earth's magnetic field is attributed to:,Solar flares,Gravitational pull of the moon,Circulating currents inside the Core,Atmospheric pressure,c
A mobile charger is best described as a:,Step-up Transformer,Rectifier,Step-down Transformer,Amplifier,c
RADAR is primarily used for:,Measuring temperature,Detecting objects using sound waves,Detecting objects using radio waves,Measuring atmospheric pressure,c
The unit 'Ohm' is used to measure:,Electrical Conductance,Electrical Current,Electrical Power,Electrical Resistance,d
A mobile charger functions as a:,Step-up Transformer,Rectifier,Step-down Transformer,Amplifier,c
The Sun's energy is primarily derived from which nuclear process?,Nuclear Fission,Chemical Combustion,Nuclear Fusion,Radioactive Decay,c
Which nuclear fuel is found in abundance in India?,Uranium,Plutonium,Thorium,Radium,c
Heavy Water (D2O) and Graphite are used in nuclear reactors as:,Coolants,Fuels,Moderators,Shielding Materials,c
The LASER beam is used in which of the following applications?,Barcode scanning and metal cutting,Eye surgery and satellite communication,Eye surgery and barcode scanning,Satellite communication and metal cutting,c
IC chips used in computers are primarily composed of which material?,Germanium,Carbon,Silicon,Gold,c
Which material is most commonly utilized in the manufacturing of transistors?,Carbon,Germanium,Silicon,Copper,c
What type of electromagnetic radiation is employed in television remote controls?,Ultraviolet radiation,Gamma radiation,Infrared radiation,X-ray radiation,c
What is the color of the 'Black Box' typically found in airplanes?,Black,Red,Orange,Blue,c
For what specific scientific phenomenon did Albert Einstein receive the Nobel Prize?,Relativity,Brownian Motion,Photoelectric Effect,Nuclear Fission,c
Who is credited with the discovery of X-Rays?,Einstein,Curie,Roentgen,Newton,c
What is the 'God Particle' also known as?,Neutrino,Higgs Boson,Electron,Quark,b
"To an astronaut observing from space, what color does the sky appear to be?",Blue,White,Black,Grey,c
What instrument is used to measure the acidity of acid rain?,Barometer,Thermometer,pH meter,Hydrometer,c
How many distinct colors are present in the sun's rays?,5,6,7,8,c
C.V. Raman was awarded the Nobel Prize for his work on which effect?,Doppler Effect,Raman Effect (Scattering of light),Greenhouse Effect,Photoelectric Effect,b
On what date is National Science Day celebrated in India?,28 January,28 March,28 February,28 April,c
What is the equivalent value of one Kilowatt-hour (kWh) expressed in Joules?,3.6×10^3 Joules,3.6×10^5 Joules,3.6×10^6 Joules,3.6×10^9 Joules,c
For what purpose is the LASER beam commonly utilized?,Welding and construction,Eye Surgery and Barcode scanning,Deep sea exploration,Mining operations,b
Which material is most frequently employed in the manufacturing of transistors?,Gallium Arsenide,Carbon,Silicon,Germanium,c
Albert Einstein was awarded the Nobel Prize for his discovery related to which phenomenon?,Theory of Relativity,Brownian Motion,Photoelectric Effect,E=mc²,c
Who is credited with the invention of the X-Ray?,Marie Curie,Albert Einstein,Roentgen,Isaac Newton,c
What is the nickname for the Higgs Boson?,The Standard Model Particle,The Fundamental Particle,The God Particle,The Elementary Particle,c
"From an astronaut's perspective, what color does the sky appear to be?",Blue,White,Grey,Black,d
By which instrument is the acidity of acid rain typically measured?,Voltmeter,Barometer,pH meter,Thermometer,c
"What is a common application of LASER beams, as mentioned in the text?",Radio communication,Barcode scanning,Metal forging,Weather forecasting,b
Integrated Circuit (IC) chips used in computers are typically made of what material?,Carbon,Germanium,Silicon,Plastic,c
What type of electromagnetic radiation facilitates the remote control of televisions?,Ultraviolet radiation,Infrared radiation,Gamma radiation,X-ray radiation,b
What is the measurement for a Light Year?,Intensity of light,Distance traveled by light in a vacuum in one year,Wavelength of light,Frequency of light waves,b
One Horse Power is approximately equal to how many Watts?,1000 Watts,500 Watts,746 Watts,250 Watts,c
What kind of quantity is Work?,Vector quantity,Base quantity,Scalar quantity,Derived quantity,c
The SI unit of Stress is?,Newton,Joule,Pascal,Watt,c
The SI unit of Volume is?,Liter,Cubic meter (m3),Gallon,Square meter (m2),b
The SI unit of Time is?,Minute,Hour,Second,Day,c
The SI unit of Magnetic Induction is?,Gauss,Tesla,Weber,Henry,b
The sound intensity of a musical instrument is measured in?,Hertz (Hz),Watts,Decibels (dB),Ohm,c
The name of the unit for measuring frequency is?,Decibel (dB),Tesla,Pascal,Hertz (Hz),d
Supersonic speed is measured by?,Kilometers per hour,Mach number,Knots,Miles per hour,b
The unit of Force in the S.I. system is?,Pascal,Joule,Newton,Watt,c
The unit of Atmospheric Pressure is?,Pascal,Newton,Bar,Joule,c
The unit of Work and Energy is?,Watt,Pascal,Newton,Joule,d
The SI unit of Dynamic Viscosity is?,Newton-second,Pascal,Pascal-second,Joule,c
The S.I. unit of Electric Current is?,Volt,Ohm,Ampere,Watt,c
The definition of the CGS system of measurement units is?,"Centimeter, Gram, Second","Kilogram, Meter, Second","Meter, Liter, Second","Centimeter, Liter, Second",a
1 Watt-hour is equal to?,1000 Joules,3600 Joules,100 Joules,60 Joules,b
1 Volt is equal to?,1 Coulomb per Joule,1 Joule per Ampere,1 Joule per Coulomb,1 Ampere per Joule,c
"Work, Kinetic Energy, and Potential Energy are what kind of quantities?",Vector quantities,Base quantities,Scalar quantities,Derived quantities,c
The physical quantity whose dimension is [ML2T−2] is?,Force,Pressure,Velocity,Work done,d
The unit of Wavelength is?,Hertz,Meter,Second,Pascal,b
What physical quantity does the unit 'Pascal-second' measure?,Dynamic Viscosity,Pressure,Stress,Power,a
Which of the following is the commercial unit of electric power?,Watt,Joule,Kilowatt-hour (kWh),Ampere,c
What is the S.I. unit of Resistance?,Tesla,Pascal,Ohm,Newton,c
Which of the following statements is INCORRECT regarding units?,The unit of Atmospheric Pressure is Bar.,The unit of Power is Joule/second (or Watt).,The unit of Force in the S.I. system is Pascal.,The unit of Work and Energy is Joule.,c
What is measured by the Mach number?,Subsonic speed,Infrasonic speed,Supersonic speed,Transonic speed,c
"Match the following units with their corresponding physical quantities:

Column I
(A) Electric Current
(B) Volume
(C) Magnetic Induction
(D) Time

Column II
(1) Second
(2) Tesla
(3) Ampere
(4) Cubic meter

Choose the correct sequence:","A-3, B-4, C-2, D-1","A-1, B-2, C-3, D-4","A-4, B-3, C-1, D-2","A-2, B-1, C-4, D-3",a
Which instrument is always connected in series in a circuit to measure electric current?,Voltmeter,Ammeter,Ohmmeter,Wattmeter,b
What is the dimension of the physical quantity Power?,[MLT−2],[ML2T−2],[ML2T−3],[MLT−3],c
Which of the following represents units of the same physical quantity?,Watt and Volt,Ampere and Ohm,Joule and Calorie,Coulomb and Farad,c
Which of the following statements is correct regarding Electric Potential?,It is a vector quantity.,It is a scalar quantity.,It has both magnitude and direction.,It is measured in Amperes.,b
What is 'Ringelmann Scale' used to measure?,Wind speed,Air pressure,Density of smoke,Sound intensity,c
Approximately how many liters are there in one 'Barrel' of oil?,100 Liters,200 Liters,159 Liters,120 Liters,c
"When a rock is brought from the surface of the Moon to Earth, what changes?",Its mass will change.,Its weight will not change.,Its weight will change but mass will not.,Both mass and weight will change.,c
What type of quantity is Displacement?,Scalar quantity,Tensor quantity,Vector quantity,Base quantity,c
"What unit of measurement, when multiplied by 0.39, gives 'Inch'?",Meter,Millimeter,Centimeter,Kilometer,c
What is the unit of Electron Volt?,Voltage,Current,Power,Energy,d
Megawatt is the unit of measuring electricity which is?,Consumed,Generated,Stored,Transmitted,b
A speed of 100 Knots is equal to?,100 miles per hour,120 miles per hour,115 miles per hour,90 miles per hour,c
Which instrument is used to measure wind speed?,Barometer,Hygrometer,Anemometer,Thermometer,c
Which of the following is NOT a unit of distance?,Centimeter,Kilometer,Square mile,Millimeter,c
Which of the following physical quantities represents vector magnitude?,Speed,Force,Volume,Mass,b
Which physical quantity has the same SI unit as Work?,Power,Force,Energy,Momentum,c
What is the unit for measuring food energy?,Joule,Watt,Calorie,Erg,c
What does the 'Ringelmann Scale' measure the density of?,Water,Smoke,Air,Soil,b
"When a rock is brought from the surface of the Moon to Earth, which of the following is true?",Its mass will change but weight will not.,Both its weight and mass will change.,Its weight will change but mass will not.,Both its weight and mass will not change.,c
"In the CGS system, what is the unit of Magnetic Intensity?",Tesla,Oersted,Gauss,Weber,b
What non-SI unit measures the abundance of light intensity?,Tesla,Oersted,Nit,Angstrom,c
What physical quantity is measured in Tesla?,Magnetic Induction,Magnetic Flux Density,Magnetic Intensity,Sound Intensity,b
What is measured in the unit called Gauss?,Magnetic Flux Density,Magnetic Induction,Magnetic Field Strength,Illuminance,b
Which of the following pairs represents units of energy?,Tesla and Weber,Calorie and Joule,Ampere and Coulomb,Pascal and Newton,b
Which base unit represents one Coulomb of electric charge per second?,Kelvin,Ampere,Mole,Pascal,b
What is the unit of Entropy?,Decibel,Joule per Kelvin,Mole,Siemens,b
What is the basic SI unit of Amount of Substance?,Ampere,Kelvin,Mole,Pascal,c
Parsec is a unit of measurement for?,Volume,Length (Distance),Density,Time,b
Angstrom is a unit of measurement for?,Electric Charge,Length (Wavelength),Power of a lens,Electrical Conductance,b
The S.I. unit of Electric Charge is?,Ampere,Coulomb,Volt,Farad,b
1 Pascal is equal to?,1 Newton per square meter,1 Joule per Kelvin,1 Coulomb per second,1 Ampere per meter,a
Diopter is the unit of?,Electric Charge,Power of a lens,Magnetic Flux,Electrical Conductance,b
The unit of Electrical Conductance is?,Weber,Henry,Siemens,Farad,c
What is the unit of the physical quantity 'Jerk'?,Meter per second,Meter per second squared,Meter per second cubed (m/s3),Newton-second,c
The unit of the physical quantity 'Magnetic Flux' is?,Henry,Weber,Tesla,Oersted,b
The unit of the physical quantity 'Inductance' is?,Weber,Henry,Farad,Siemens,b
The unit of the physical quantity 'Young's Modulus' is?,Weber,Tesla,Pascal,Henry,c
The unit of the physical quantity 'Heat Capacity' is?,Pascal,Joule per Kelvin,Newton-second,Ampere per meter,b
The unit of the physical quantity 'Radioactive Activity' is?,Pascal,Becquerel,Siemens,Henry,b
The unit of the physical quantity 'Momentum' is?,Joule per Kelvin,Ampere per meter,Newton-second,Meter per second cubed,c
The unit of the physical quantity 'Illuminance' is?,Lux,Weber,Henry,Farad,a
What is the unit of Relative Density?,Pascal,Mole,It has no unit,Kelvin,c
