Question,Option A,Option B,Option C,Option D,Correct Answer
Who among the following is the author of the book 'Nectar in a Sieve'?,Rajkumari Kaur,Kamala Markandaya,Sarojini Naidu,Aruna Asaf Ali,b
Who among the following wrote 'All Roads Lead to Ganga'?,Sudha Murty,Devdutt Pattanaik,Ruskin Bond,Amish Tripathi,c
Upamanyu Chatterjee is the author of which book?,Jugal Hansraj,The Last Burden,Ravinder Singh,Devdutt Pattanaik,b
Kamala Markandaya is known for writing which novel?,Rajkumari Kaur,Nectar in a Sieve,Sarojini Naidu,Aruna Asaf Ali,b
Who is the author of 'Mrs Funny Bones'?,Soha Ali Khan,Twinkle Khanna,Tisca Chopra,Divya Dutta,b
Shashi Tharoor is the author of which book?,Amitav Ghosh,The Great Indian Novel,Amish Tripathi,Vikram Seth,b
Which book is authored by Sunjeev Sahota?,The God of Small Things,The Year of the Runaways,Midnight’s Children,The White Tiger,b
Kiran Desai is the author of which Booker Prize-winning novel?,Meena Kandasamy,Manju Kapur,Kamala Das,The Inheritance of Loss,d
Identify the INCORRECTLY matched pair:,Dreams from My Father – Barack Obama,Playing It My Way – MS Dhoni,Wings of Fire – Dr APJ Abdul Kalam,Moonwalk – Michael Jackson,b
Who is the author of the autobiography 'Playing It My Way'?,Brian Lara,Sachin Tendulkar,Ricky Ponting,Sunil Gavaskar,b
Who is the author of the autobiography 'Unbreakable'?,Indra Nooyi,Kapil Dev,Mary Kom,Shantanu Naidu,c
Which of the following is the autobiography of Maulana Abul Kalam Azad?,The Road Ahead,Unbreakable,India Wins Freedom,The Test of My Life,c
In which year was 'The Monk Who Transformed Uttar Pradesh' published?,2020,2022,2021,2019,c
Who authored 'The Monk Who Transformed Uttar Pradesh'?,Shashi Tharoor,Amish Tripathi,Yashika Dutta,Shantanu Gupta,d
Which actor's autobiography is titled 'Bad Man'?,Ashish Vidyarthi,Amrish Puri,Raza Murad,Gulshan Grover,d
"'Truth, Love and a Little Malice' is the autobiography of which of the following individuals?",Arjun Singh,Phoolan Devi,Khushwant Singh,Satyajit Ray,c
Which of the following statements is INCORRECT regarding 'India Wins Freedom'?,It is an autobiography.,It was written by Maulana Abul Kalam Azad.,The author was India's first Education Minister.,It chronicles the life of a boxing champion.,d
'India Wins Freedom' is the autobiography of which prominent figure?,Maulana Abul Kalam Azad,Yogi Adityanath,Gulshan Grover,Khushwant Singh,a
Which of the following is the autobiography of Gulshan Grover?,The Road Ahead,Bad Man,Unbreakable,The Test of My Life,b
