Question,Option A,Option B,Option C,Option D,Correct Answer
When did Gandhiji return to India from South Africa?,"January 9, 1915","August 1, 1920","March 12, 1930","March 5, 1931",a
The Regulating Act established the Supreme Court. In which year was this act passed?,1793,1773,1858,1909,b
Which Act served as the basis of the Constitution and introduced Provincial Autonomy?,Regulating Act of 1773,Morley-Minto Reforms of 1909,Government of India Act of 1935,Montagu-Chelmsford Reforms of 1919,c
The Montagu-Chelmsford Reforms of 1919 are associated with which feature?,Communal Electorate,Diarchy,Provincial Autonomy,Establishment of the Supreme Court,b
In which year did the Jallianwala Bagh massacre take place?,1920,1919,1922,1931,b
The Non-Cooperation Movement started in which year?,1922,1919,1915,1920,d
Which event led to Gandhiji renouncing the title of 'Kesar-e-Hind'?,Chauri-Chaura Incident,Dandi March,Jallianwala Bagh massacre,Champaran Satyagraha,c
When did the Chauri-Chaura incident occur?,"March 5, 1931","August 1, 1920","February 4, 1922","March 12, 1930",c
In which year did the Dandi March begin?,1922,1931,1930,1919,c
When did the Gandhi-Irwin Pact take place?,"March 12, 1930","August 1, 1920","February 4, 1922","March 5, 1931",d
Which of the following statements is NOT correct?,Begum Hazrat Mahal led the Revolt of 1857 from Lucknow.,The Morley-Minto Reforms of 1909 introduced Diarchy.,The Government of India Act of 1935 served as the basis of the Constitution.,"Gandhiji returned to India from South Africa on January 9, 1915.",b
The Act of 1858 is related to which of the following?,Constitutional Development,Administrative changes after the Revolt of 1857,Morley-Minto Reforms,Montagu-Chelmsford Reforms,b
Which Act introduced Diarchy?,Government of India Act of 1935,Morley-Minto Reforms of 1909,Regulating Act of 1773,Montagu-Chelmsford Reforms of 1919,d
The Government of India Act of 1935 is considered the basis of which of the following?,Cabinet Mission Plan,Indian Independence Act,The Constitution,Morley-Minto Reforms,c
Which of the following is associated with the development of education and press in India?,Santhal Revolt,Indigo Revolt,Moplah Revolt,Macaulay's Minute,d
What was the date of the Jallianwala Bagh massacre?,"March 5, 1931","April 13, 1919","August 1, 1920","February 4, 1922",b
When did the Non-Cooperation Movement start?,"March 12, 1930","February 4, 1922","August 1, 1920","March 5, 1931",c
The Chauri-Chaura incident led to the withdrawal of which movement?,Civil Disobedience Movement,Swaraj Movement,Non-Cooperation Movement,Indigo Revolt,c
The Dandi March marked the beginning of which movement?,Non-Cooperation Movement,Champaran Satyagraha,Civil Disobedience Movement,Quit India Movement,c
Which Act led to administrative changes after the Revolt of 1857?,Regulating Act of 1773,Government of India Act of 1935,Act of 1858,Morley-Minto Reforms of 1909,c
Which of the following established the Supreme Court?,Morley-Minto Reforms of 1909,Regulating Act of 1773,Montagu-Chelmsford Reforms of 1919,Government of India Act of 1935,b
The Morley-Minto Reforms of 1909 introduced which of the following?,Provincial Autonomy,Diarchy,Communal Electorate,Supreme Court,c
The Montagu-Chelmsford Reforms of 1919 introduced which of the following?,Communal Electorate,Provincial Autonomy,Diarchy,Basis of the Constitution,c
The Cabinet Mission Plan was introduced in which year?,1935,1909,1946,1919,c
Which of the following is NOT a revolt mentioned in the text?,Indigo Revolt,Santhal Revolt,Munda Revolt,Sepoy Mutiny,d
Who was the editor of 'Young India'?,Tilak,Gandhi,Annie Besant,Nehru,b
What is January 9 celebrated as in India?,Republic Day,Independence Day,Pravasi Bharatiya Divas,Gandhi Jayanti,c
In which Round Table Conference did Mahatma Gandhi participate?,First Round Table Conference (1930),Second Round Table Conference (1931),Third Round Table Conference (1932),Fourth Round Table Conference (1933),b
The Poona Pact (1932) was signed between whom?,Jawaharlal Nehru and Muhammad Ali Jinnah,Mahatma Gandhi and Sardar Vallabhbhai Patel,Mahatma Gandhi and Dr. B.R. Ambedkar,Subhash Chandra Bose and Clement Attlee,c
During which movement was the slogan 'Do or Die' given?,Swadeshi Movement,Non-Cooperation Movement,Civil Disobedience Movement,Quit India Movement,d
"In which year was the Indian National Congress founded, and by whom?","1875, Mahatma Gandhi","1885, A.O. Hume","1895, Jawaharlal Nehru","1905, Lord Curzon",b
Who was the First President of the Indian National Congress?,A.O. Hume,Mahatma Gandhi,Vyomesh Chandra Banerjee (WC Bannerjee),Surendranath Banerjee,c
When was the Partition of Bengal implemented?,"October 16, 1915","October 16, 1905","August 9, 1905","August 9, 1915",b
The Swadeshi movement started in protest against which incident?,Jallianwala Bagh Massacre,Partition of India,Partition of Bengal,Simon Commission,c
Where was the Muslim League established?,Aligarh,Lahore,Dhaka,Bombay,c
In which session did the Congress split into extremist and moderate groups?,Lahore Session (1929),Lucknow Session (1916),Surat Session (1907),Karachi Session (1931),c
In which year did the Lucknow Pact between the Congress and the Muslim League take place?,1907,1919,1916,1925,c
Who founded the Home Rule League?,Mahatma Gandhi and Jawaharlal Nehru,Bal Gangadhar Tilak and Annie Besant,Sardar Vallabhbhai Patel and Rajendra Prasad,Subhash Chandra Bose and Bhagat Singh,b
When did the Kakori Train Action take place?,"August 9, 1928","August 9, 1925","August 9, 1930","August 9, 1922",b
Who founded the 'Naujavan Bharat Sabha'?,Subhash Chandra Bose,Bhagat Singh, सुखदेव,राजगुरु,b
Who were the revolutionaries who killed Saunders?,Mahatma Gandhi and Jawaharlal Nehru,Bhagat Singh and Batukeshwar Dutt,Bhagat Singh and Sukhdev,Rajguru and Sukhdev,c
Who actually formed the Azad Hind Fauj (INA)?,Subhash Chandra Bose,Jawaharlal Nehru,Captain Mohan Singh,Rash Behari Bose,c
"Who gave the slogan ""Give me blood, I will give you freedom""?",Mahatma Gandhi,Jawaharlal Nehru,Subhash Chandra Bose,Bhagat Singh,c
Who founded the Brahmo Samaj?,Swami Vivekananda,Raja Rammohan Roy,Dayananda Saraswati,Ramakrishna Paramahamsa,b
In what year was the Poona Pact signed?,1930,1931,1932,1933,c
Which revolutionaries were involved in the killing of Saunders and throwing a bomb in the Central Assembly?,Rajguru and Sukhdev,Bhagat Singh and Sukhdev,Bhagat Singh and Batukeshwar Dutt,Chandrashekhar Azad and Bhagat Singh,c
"Arrange the following events in chronological order:
1. Partition of Bengal
2. Kakori Train Action
3. Lucknow Pact
4. Founding of the Indian National Congress","4, 1, 3, 2","1, 4, 3, 2","2, 3, 1, 4","3, 2, 4, 1",a
Which of the following statements is INCORRECT regarding the Partition of Bengal?,"It was implemented on October 16, 1905.",It was protested by the Swadeshi Movement.,It was implemented during the time of Lord Curzon.,It led to the formation of the Muslim League.,d
In which year did Gandhiji participate in the Second Round Table Conference?,1930,1932,1931,1929,c
"Who, along with Lord William Bentinck, is credited with the abolition of Sati in 1829?",Dayanand Saraswati,Swami Vivekananda,Raja Rammohan Roy,Ishwar Chandra Vidyasagar,c
In what year did Swami Vivekananda found the Ramakrishna Mission?,1875,1856,1893,1897,d
Who is known for giving the slogan 'Back to Vedas'?,Jyotirao Phule,Dayanand Saraswati,Swami Vivekananda,Raja Rammohan Roy,b
The Widow Remarriage Act was passed in 1856 due to the efforts of whom?,Lord William Bentinck,Jyotirao Phule,Ishwar Chandra Vidyasagar,Lord Dalhousie,c
Who was the Governor-General of India during the Revolt of 1857?,Lord Dalhousie,Lord Canning,Lord Cornwallis,Lord Wellesley,b
"After the Revolt of 1857, under which law did the rule of India pass from the East India Company to the British Crown?",Subsidiary Alliance,Permanent Settlement,"Government of India Act, 1858","Widow Remarriage Act, 1856",c
Who introduced the policy of Subsidiary Alliance?,Lord Cornwallis,Lord Dalhousie,Lord William Bentinck,Lord Wellesley,d
Which Governor-General is associated with the introduction of Railways in 1853?,Lord Canning,Lord Dalhousie,Lord Wellesley,Lord Cornwallis,b
Who was the author of the book 'Gulamgiri'?,Swami Vivekananda,Dayanand Saraswati,Jyotirao Phule,Ishwar Chandra Vidyasagar,c
In which city was the World Parliament of Religions held where Swami Vivekananda delivered a speech?,Adyar,Lucknow,Kanpur,Chicago,d
"Who played a key role, alongside Lord William Bentinck, in the abolition of Sati in 1829?",Dayanand Saraswati,Swami Vivekananda,Raja Rammohan Roy,Ishwar Chandra Vidyasagar,c
The slogan 'Back to the Vedas' was given by whom?,Swami Vivekananda,Raja Rammohan Roy,Dayanand Saraswati,Jyotirao Phule,c
Who founded the Ramakrishna Mission in 1897?,Dayanand Saraswati,Raja Rammohan Roy,Swami Vivekananda,Jyotirao Phule,c
In what year did Swami Vivekananda deliver his speech at the World Parliament of Religions in Chicago?,1857,1875,1893,1897,c
Where was the headquarters of the Theosophical Society in India located?,Meerut,Kanpur,Lucknow,Adyar (Madras),d
What were the symbols of the Revolt of 1857?,Sword and shield,Lotus and bread,Charkha and salt,Flag and map,b
In which city did the Revolt of 1857 begin?,Lucknow,Kanpur,Meerut,Jhansi,c
Who led the rebellion against British forces in Jhansi during the Revolt of 1857?,Begum Hazrat Mahal,Kunwar Singh,Rani Lakshmibai,Nana Saheb,c
Who led the revolt in Bihar (Jagdishpur) during the 1857 uprising?,Nana Saheb,Begum Hazrat Mahal,Kunwar Singh,Rani Lakshmibai,c
Who were the leaders of the rebellion in Kanpur during the Revolt of 1857?,Rani Lakshmibai and Kunwar Singh,Nana Saheb and Tatya Tope,Begum Hazrat Mahal and Bahadur Shah Zafar (II),Mangal Pandey and Tantia Tope,b
Who was exiled to Rangoon after the Revolt of 1857?,Kunwar Singh,Nana Saheb,Bahadur Shah Zafar (II),Tatya Tope,c
Under which law did the governance of India transfer from the East India Company to the British Crown?,"Indian Councils Act, 1861","Pitt's India Act, 1784","Regulating Act, 1773","Government of India Act, 1858",d
Who articulated the influential slogan 'Back to Vedas'?,Swami Vivekananda,Raja Rammohan Roy,Jyotirao Phule,Dayanand Saraswati,d
"Who championed the Widow Remarriage Act, passed in 1856?",Swami Vivekananda,Ishwar Chandra Vidyasagar,Dayanand Saraswati,Raja Rammohan Roy,b
Who assumed leadership of the rebellion in Jhansi?,Begum Hazrat Mahal,Kunwar Singh,Nana Saheb,Rani Lakshmibai,d
Who spearheaded the revolt in Lucknow?,Rani Lakshmibai,Kunwar Singh,Begum Hazrat Mahal,Tatya Tope,c
Who was the leader of the rebellion in Bihar (Jagdishpur)?,Nana Saheb,Kunwar Singh,Tatya Tope,Bahadur Shah Zafar (II),b
Who jointly led the rebellion in Kanpur?,Kunwar Singh and Bahadur Shah Zafar (II),Rani Lakshmibai and Begum Hazrat Mahal,Nana Saheb and Tatya Tope,Lord Canning and Lord Dalhousie,c
In which year was the practice of Sati abolished?,1856,1897,1829,1875,c
Who was instrumental in passing the Widow Remarriage Act of 1856?,Dayanand Saraswati,Swami Vivekananda,Ishwar Chandra Vidyasagar,Raja Rammohan Roy,c
Where did the rebellion of 1857 begin?,Lucknow,Jhansi,Kanpur,Meerut,d
The Vernacular Press Act was enacted in which year?,1905,1878,1919,1935,b
Who is known as the 'Father of Local Self Government'?,Lord Lytton,Lord Ripon,Lord Curzon,Lord Mountbatten,b
Who was the first Governor General of independent India?,C. Rajagopalachari,Lord Canning,Lord Mountbatten,Lord Ripon,c
Under which Act was the Supreme Court established in Calcutta?,"Government of India Act, 1935","Montagu-Chelmsford Reforms, 1919","Morley-Minto Reforms, 1909","Regulating Act, 1773",d
Which Act introduced the provision for separate elections (Communal Electorate) for Muslims?,"Regulating Act, 1773","Government of India Act, 1935","Montagu-Chelmsford Reforms, 1919","Morley-Minto Reforms, 1909",d
Dyarchy in the provinces was implemented by which Act?,"Government of India Act, 1935","Morley-Minto Reforms, 1909","Montagu-Chelmsford Reforms, 1919","Regulating Act, 1773",c
Provincial Autonomy was a result of which Act?,"Montagu-Chelmsford Reforms, 1919","Regulating Act, 1773","Morley-Minto Reforms, 1909","Government of India Act, 1935",d
Which Act is considered the biggest source of the Indian Constitution?,"Montagu-Chelmsford Reforms, 1919","Morley-Minto Reforms, 1909","Regulating Act, 1773","Government of India Act, 1935",d
On whose proposal was the Constituent Assembly formed?,"Morley-Minto Reforms, 1909","Cabinet Mission, 1946","Montagu-Chelmsford Reforms, 1919","Government of India Act, 1935",b
Who led the Santhal Rebellion (1855-56)?,Deenbandhu Friend,Mahatma Gandhi,Sidhu and Kanhu,Bal Gangadhar Tilak,c
"'Neel Darpan', which is based on the Indigo Rebellion, was written by whom?",Annie Besant,Deenbandhu Friend,Lala Lajpat Rai,Mahatma Gandhi,b
'Anandmath' is based on which rebellion?,Indigo Rebellion,Santhal Rebellion,Sanyasi Rebellion,1857 Revolution,c
What is called the 'Magna Carta' of English education in India?,"Morley-Minto Reforms, 1909","Cabinet Mission, 1946","Wood's Despatch, 1854","Government of India Act, 1935",c
Who started the newspapers 'Kesari' (Marathi) and 'Maratha' (English)?,Mahatma Gandhi,Annie Besant,Bal Gangadhar Tilak,Lala Lajpat Rai,c
Whose magazines were 'Common Wheel' and 'New India'?,Bal Gangadhar Tilak,Mahatma Gandhi,Annie Besant,Lala Lajpat Rai,c
Who was the author of the book 'Unhappy India'?,Annie Besant,Mahatma Gandhi,Bal Gangadhar Tilak,Lala Lajpat Rai,d
Which Act resulted in Provincial Autonomy?,Montagu-Chelmsford Reforms (1919),Morley-Minto Reforms (1909),"Regulating Act, 1773","Government of India Act, 1935",d
Who is the author of 'Neel Darpan'?,Lala Lajpat Rai,Mahatma Gandhi,Deenbandhu Friend,Annie Besant,c
In which year did Vasco-da-Gama arrive in India (Calicut)?,1600 AD,1492 AD,1498 AD,1502 AD,c
The Battle of Plassey was fought in which year?,1764,1857,1757,1793,c
Who was the Nawab of Bengal during the Battle of Buxar?,Siraj-ud-Daulah,Mir Qasim,Mir Jafar,Lord Clive,c
Who is credited with first using the term 'Subsidiary Alliance' in India?,Lord Canning,Lord Dalhousie,Lord Cornwallis,Lord Wellesley,d
Who is known as the father of Civil Services in India?,Lord Dalhousie,Lord Wellesley,Lord Cornwallis,Lord William Bentinck,c
In what year was the Permanent Settlement implemented?,1857,1773,1793,1829,c
The Ryotwari system was primarily associated with which regions?,Bengal and Bihar,Punjab and Sindh,Madras and Bombay,Delhi and Agra,c
Who initially proposed the 'Mahalwari System'?,Lord Cornwallis,Lord Dalhousie,Holt MacKenzie,Lord Wellesley,c
Who is regarded as the father of railways in India?,Lord Canning,Lord William Bentinck,Lord Dalhousie,Lord Cornwallis,c
"In what year did the first train run in India, and between which cities?",1857 (Delhi to Meerut),1853 (Mumbai to Thane),1854 (Calcutta to Raniganj),1856 (Madras to Arakkonam),b
Who was the Mughal Emperor during the Revolt of 1857?,Aurangzeb,Shah Jahan,Bahadur Shah Zafar (II),Akbar,c
Who led the 1857 revolt from Lucknow?,Rani Lakshmibai,Nana Sahib,Begum Hazrat Mahal,Tantia Tope,c
Who described the Revolt of 1857 as 'India's First War of Independence'?,Mahatma Gandhi,Jawaharlal Nehru,V.D. Savarkar,Subhas Chandra Bose,c
Mangal Pandey was a soldier in which cantonment?,Meerut,Barrackpore,Delhi,Jhansi,b
'Sati Pratha' was abolished during the tenure of which Governor-General?,Lord Cornwallis,Lord Dalhousie,Lord Wellesley,Lord William Bentinck,d
Who is the author of the book 'Satyarth Prakash'?,Raja Rammohan Roy,Swami Vivekananda,Dayanand Saraswati,Devendranath Tagore,c
Who was the founder of 'Tattvabodhini Sabha'?,Atmaram Pandurang,Swami Vivekananda,Dayanand Saraswati,Devendranath Tagore,d
Who founded the Prarthana Samaj?,Swami Vivekananda,Raja Rammohan Roy,Atmaram Pandurang,Dayanand Saraswati,c
The Battle of Plassey in 1757 was fought between Siraj-ud-Daulah and whom?,Lord Cornwallis,Lord Dalhousie,Lord Canning,The British (Clive),d
Who is considered the father of railways in India?,Holt MacKenzie,Lord Canning,Lord Dalhousie,Lord Wellesley,c
In which year was the Ramakrishna Mission founded?,1828,1829,1857,1897,d
Who established the Tattvabodhini Sabha?,Atmaram Pandurang,Swami Vivekananda,Devendranath Tagore,Dayanand Saraswati,c
The Ryotwari system was mainly associated with which areas?,Lucknow and Delhi,Madras and Bombay,Calcutta and Nagpur,Punjab and Sindh,b
Which reformer propagated the slogan 'Back to the Vedas'?,Raja Rammohan Roy,Swami Vivekananda,Dayanand Saraswati,Atmaram Pandurang,c
Who established the Ramakrishna Mission in 1897?,Dayanand Saraswati,Raja Rammohan Roy,Swami Vivekananda,Atmaram Pandurang,c
In which year did the regular census in India begin?,1872,1885,1881,1911,c
Who presided over the first session of the Indian National Congress?,Lord Curzon,Vyomesh Chandra Banerjee,Lala Hardayal,Motilal Nehru,b
Which Viceroy was responsible for the partition of Bengal in 1905?,Lord Ripon,Lord Mayo,Lord Curzon,Lord Irwin,c
Which of the following statements is INCORRECT regarding the shifting of India's capital?,The capital was shifted from Calcutta to Delhi.,The declaration to shift the capital was made in 1911.,The shift occurred after the Swadeshi Movement.,The decision was influenced by the Jallianwala Bagh massacre.,d
What was the primary reason for Gandhiji withdrawing the Non-Cooperation Movement?,Jallianwala Bagh massacre,Partition of Bengal,Chauri Chaura incident (1922),Simon Commission arrival,c
Who were the founders of the Swaraj Party in 1923?,Mahatma Gandhi and Jawaharlal Nehru,Chittaranjan Das and Motilal Nehru,Lala Hardayal and Rash Behari Bose,Vyomesh Chandra Banerjee and Surendranath Banerjee,b
"Arrange the following events in chronological order:
(A) Partition of Bengal
(B) Establishment of Muslim League
(C) Gandhiji's return from South Africa
(D) Jallianwala Bagh massacre",A-B-C-D,B-A-D-C,C-D-A-B,D-C-B-A,a
When was the capital of India officially shifted from Calcutta to Delhi?,1905,1906,1911,1913,c
Who founded the Ghadar Party in 1913?,Motilal Nehru,Chittaranjan Das,Lala Hardayal,Vyomesh Chandra Banerjee,c
Which year did Mahatma Gandhi return to India from South Africa?,1913,1915,1917,1920,b
Who renounced the title of 'Knighthood' in protest against the Jallianwala Bagh massacre?,Mahatma Gandhi,Jawaharlal Nehru,Rabindranath Tagore,Sardar Patel,c
Which incident led to Gandhiji withdrawing the Non-Cooperation Movement?,Jallianwala Bagh massacre,Partition of Bengal,Chauri Chaura incident,Surat Split,c
"Arrange the following events in chronological order:
1. Partition of Bengal
2. Establishment of Muslim League
3. Jallianwala Bagh Massacre
4. Champaran Satyagraha",1-2-3-4,1-2-4-3,2-1-4-3,4-3-2-1,b
Which of the following statements is INCORRECT regarding the Indian National Movement?,The Swadeshi movement started in 1905.,The Muslim League was established in Dhaka.,The Congress split occurred in the Surat Session.,Lord Ripon was the Viceroy during the Partition of Bengal.,d
The Theosophical Society in India had its headquarters at which location?,Calcutta,Delhi,Adyar (Madras),Dhaka,c
In which year was the first census conducted in India?,1881,1872,1906,1911,b
During whose viceroyalty did the regular census begin in India in 1881?,Lord Curzon,Lord Mayo,Lord Ripon,Lord Hardinge,c
Who was the founder of the Ghadar Party (1913)?,Motilal Nehru,Chittaranjan Das,Vyomesh Chandra Banerjee,Lala Hardayal,d
Identify the INCORRECT statement:,The Swadeshi movement started in 1905 as a protest against the Partition of Bengal.,The Muslim League was established in Dhaka in 1906.,The capital of India was shifted from Calcutta to Delhi in 1915.,Lala Hardayal founded the Ghadar Party in 1913.,c
"In which year was Wood's Despatch, also known as the 'Magna Carta' of English education in India, issued?",1881,1872,1905,1854,d
During whose tenure as Viceroy was the first census conducted in India?,Lord Curzon,Lord Ripon,Lord Mayo,Lord Hardinge,c
Which Viceroy of India oversaw the partition of Bengal in 1905?,Lord Ripon,Lord Mayo,Lord Curzon,Lord Hardinge,c
"Arrange the following events in chronological order:
(1) Partition of Bengal
(2) Establishment of the Indian National Congress
(3) Jallianwala Bagh Massacre
(4) Return of Mahatma Gandhi from South Africa

Choose the correct sequence:",2-1-4-3,1-2-3-4,3-4-1-2,4-3-2-1,a
The Simon Commission's arrival in India occurred in which year?,1930,1928,1931,1925,b
Who among the following died while protesting against the Simon Commission?,Sardar Vallabhbhai Patel,Mahatma Gandhi,Lala Lajpat Rai,Bhagat Singh,c
The Bardoli Satyagraha of 1928 was led by whom?,Mahatma Gandhi,Jawaharlal Nehru,Sardar Vallabhbhai Patel,Subhash Chandra Bose,c
"""Purna Swaraj"" resolution was adopted in which session of the Indian National Congress?",Calcutta Session,Lahore Session,Karachi Session,Delhi Session,b
When did the Dandi March (Salt Satyagraha) commence?,"March 23, 1931","August 8, 1942","March 12, 1930",1931,c
"In what year were Bhagat Singh, Sukhdev, and Rajguru executed?","March 12, 1930",1931,"March 23, 1931","August 8, 1942",c
The Gandhi-Irwin Pact was signed in which year?,1932,1942,1931,1930,c
Which Indian leader participated in all three Round Table Conferences?,Mahatma Gandhi,Jawaharlal Nehru,Sardar Vallabhbhai Patel,Dr. B.R. Ambedkar,d
When did the Quit India Movement commence?,"March 12, 1930","March 23, 1931","August 8, 1942",1946,c
"Who gave the slogan ""Do or Die""?",Subhash Chandra Bose,Jawaharlal Nehru,Mahatma Gandhi,Sardar Vallabhbhai Patel,c
Who is credited with forming the Azad Hind Fauj?,Subhash Chandra Bose,Mahatma Gandhi,Rash Behari Bose,Jawaharlal Nehru,c
In which year did the Cabinet Mission arrive in India?,1942,1931,1946,1930,c
Who is the author of 'Poverty and Un-British Rule in India'?,Bal Gangadhar Tilak,Mahatma Gandhi,Dadabhai Naoroji,Khan Abdul Ghaffar Khan,c
"Who proclaimed ""Swaraj is my birthright""?",Mahatma Gandhi,Khan Abdul Ghaffar Khan,Dadabhai Naoroji,Bal Gangadhar Tilak,d
Who is popularly known as 'Frontier Gandhi'?,Sardar Vallabhbhai Patel,Bal Gangadhar Tilak,Khan Abdul Ghaffar Khan,Dadabhai Naoroji,c
Who is referred to as the 'Iron Man of India'?,Khan Abdul Ghaffar Khan,Bal Gangadhar Tilak,Dadabhai Naoroji,Sardar Vallabhbhai Patel,d
Who implemented the Vernacular Press Act in 1878?,Lord Ripon,Lord Curzon,Lord Lytton,Lord Dalhousie,c
The Vernacular Press Act was repealed by whom?,Lord Lytton,Lord Curzon,Lord Dalhousie,Lord Ripon,d
Which of the following newspapers were started by Annie Besant?,Kesari and Maratha,New India and Common Wheel,Young India and Harijan,Amrita Bazar Patrika and The Hindu,b
The newspapers 'Kesari' and 'Maratha' were edited by whom?,Annie Besant,Dadabhai Naoroji,Bal Gangadhar Tilak,Khan Abdul Ghaffar Khan,c
Who is the author of the book 'Geeta Rahasya'?,Mahatma Gandhi,Jawaharlal Nehru,Bal Gangadhar Tilak,Sardar Vallabhbhai Patel,c
Whose autobiography is titled 'India Wins Freedom'?,Mahatma Gandhi,Jawaharlal Nehru,Maulana Abul Kalam Azad,Sardar Vallabhbhai Patel,c
